Contestant,Country,P1,P2,P3,P4,P5,P6,Total,Rank,Award
Dimo Dimov,Bulgaria,6,0,0,6,0,8,20,53,
Dragomir Tsakov,Bulgaria,4,7,0,0,7,2,20,53,
Alberto Arosio,Italy,,,,,,,20,53,
*,Poland,,,,,,,20,53,
Jan Åman,Sweden,4,7,0,3,1,5,20,53,
Fausto Guerini,Italy,,,,,,,19,58,
?,Romania,,,,,,,19,58,
*,Poland,,,,,,,18,60,
Robert Hill,United Kingdom,5,0,0,5,3,5,18,60,
Aleksandar Ivić,Yugoslavia,,,,,,,18,60,
Milutin Obradović,Yugoslavia,,,,,,,18,60,
?,Romania,,,,,,,17,64,
Petr Kůrka,Czechoslovakia,3,0,0,5,0,8,16,65,
Michael Benedicks,Sweden,3,0,0,6,7,0,16,65,
Björn Dahlberg,Sweden,3,4,1,6,1,0,15,67,
Diana Sganeva,Bulgaria,1,3,2,2,0,6,14,68,
Didrik Söderberg,Sweden,1,0,4,2,7,0,14,68,
Martin Macháček,Czechoslovakia,1,4,0,5,1,2,13,70,
Werner Vogt,German Democratic Republic,,,,,,,13,70,
?,Mongolia,,,,,,,13,70,
Radoslav Gojković,Yugoslavia,,,,,,,13,70,
?,France,,,,,,,12,74,
*,Poland,,,,,,,12,74,
Evgeni Popov,Bulgaria,4,0,0,6,0,1,11,76,
Jan Kastl,Czechoslovakia,1,7,0,0,1,2,11,76,
?,Mongolia,,,,,,,11,76,
Zvonko Kolarić,Yugoslavia,,,,,,,11,76,
?,France,,,,,,,10,80,
?,Mongolia,,,,,,,10,80,
Nils-Gunnar Brenning,Sweden,0,2,0,4,4,0,10,80,
Erich Wiszt,Czechoslovakia,1,2,0,5,1,0,9,83,
?,France,,,,,,,9,83,
?,Mongolia,,,,,,,9,83,
*,Poland,,,,,,,9,83,
Stefan Sanger,Sweden,2,0,4,0,0,3,9,83,
*,Poland,,,,,,,8,88,
Georgi Dimov,Bulgaria,2,0,0,2,0,3,7,89,
Roberto Gaetano,Italy,,,,,,,7,89,
?,Mongolia,,,,,,,7,89,
*,Poland,,,,,,,7,89,
?,France,,,,,,,6,93,
?,Mongolia,,,,,,,6,93,
Slobodan Simić,Yugoslavia,,,,,,,6,93,
?,Mongolia,,,,,,,5,96,
*,Poland,,,,,,,5,96,
?,France,,,,,,,4,98,
Guilio Zambon,Italy,,,,,,,3,99,
