Contestant,Country,P1,P2,P3,P4,P5,P6,Total,Rank,Award
Guillaume Texier,France,7,7,4,2,7,0,27,90,Bronze medal
Chong Hui Tan,Singapore,7,7,4,2,7,0,27,90,Bronze medal
Nguyễn Hai Hạ,Vietnam,7,7,3,3,7,0,27,90,Bronze medal
Vladimir Baltić,Yugoslavia,5,6,3,6,7,0,27,90,Bronze medal
Hstau Young Liao,Argentina,7,7,0,5,7,0,26,96,Bronze medal
Horng-Yang Chen,Austria,7,7,0,5,7,0,26,96,Bronze medal
Christoph Stroh,Austria,7,7,3,0,7,2,26,96,Bronze medal
François Glineur,Belgium,4,4,3,7,1,7,26,96,Bronze medal
Štěpán Kasal,Czechoslovakia,0,2,3,7,7,7,26,96,Bronze medal
Hiroki Tamura,Japan,6,7,3,1,7,2,26,96,Bronze medal
Seung Kyun Lee,Republic of Korea,7,7,3,2,7,0,26,96,Bronze medal
Jong Won Park,Republic of Korea,7,7,3,7,0,2,26,96,Bronze medal
Ruby Breydo,United States of America,7,7,3,5,4,0,26,96,Bronze medal
Angelo Di Pasquale,Australia,1,4,0,7,7,6,25,105,Bronze medal
Nicolas Matsumoto,France,4,7,0,7,7,0,25,105,Bronze medal
Valid Ben Ameur,Tunisia,7,7,4,1,6,0,25,105,Bronze medal
Gustavo Ernesto Massaccesi,Argentina,0,7,3,7,0,7,24,108,Bronze medal
Mijail Borges Quintana,Cuba,7,7,3,0,7,0,24,108,Bronze medal
Harri Lappalainen,Finland,7,7,3,0,0,7,24,108,Bronze medal
Himanshu Nautiyal,India,7,3,3,3,7,1,24,108,Bronze medal
Wyant S. Chan,Philippines,0,7,3,7,7,0,24,108,Bronze medal
Maciej Radziejewski,Poland,0,7,3,0,7,7,24,108,Bronze medal
Jae Kyun Kwon,Republic of Korea,7,6,3,7,1,0,24,108,Bronze medal
Fredrik Andréasson,Sweden,0,4,3,7,7,3,24,108,Bronze medal
Tomaž Cedilnik,Yugoslavia,2,7,4,0,7,4,24,108,Bronze medal
Juan Carlos Rivera,Colombia,1,7,3,4,7,1,23,117,Bronze medal
Alexandros Karelas,Greece,7,7,2,7,0,0,23,117,Bronze medal
Botond Kőszegi,Hungary,7,4,3,0,7,2,23,117,Bronze medal
Frosti Pétursson,Iceland,7,7,1,1,7,0,23,117,Bronze medal
Paolo Gatti,Italy,5,5,3,5,0,5,23,117,Bronze medal
Bernardo Manuel Abrego Lerma,Mexico,1,7,3,5,7,0,23,117,Bronze medal
Michael Burns,New Zealand,3,7,3,2,7,1,23,117,Bronze medal
Diane Maclagan,New Zealand,1,3,6,6,7,0,23,117,Bronze medal
Jiwoong Park,Republic of Korea,7,7,0,3,2,4,23,117,Bronze medal
Joanna Masel,Australia,4,6,4,7,0,1,22,126,Bronze medal
Mario Pickavet,Belgium,0,7,4,7,1,3,22,126,Bronze medal
Eduardo Sany Laber,Brazil,7,7,4,3,1,0,22,126,Bronze medal
Peter Milley,Canada,7,2,6,7,0,0,22,126,Bronze medal
Rom Pinchasi,Israel,3,3,2,3,7,4,22,126,Bronze medal
Chris Stolk,Netherlands,7,4,5,1,3,2,22,126,Bronze medal
Jan Kristian Haugland,Norway,1,7,5,2,7,0,22,126,Bronze medal
Mark van Raamsdonk,Canada,7,2,3,5,4,0,21,133,Bronze medal
Alien Herrera Torres,Cuba,7,7,0,0,7,0,21,133,Bronze medal
Bruno Bensasson,France,7,7,4,1,2,0,21,133,Bronze medal
Theodoros Evgeniou,Greece,7,3,4,0,7,0,21,133,Bronze medal
Junichirou Nakashima,Japan,7,4,4,0,6,0,21,133,Bronze medal
Pascal Zeihen,Luxembourg,0,7,3,4,7,0,21,133,Bronze medal
Wilbin S. Chan,Philippines,7,3,3,1,7,0,21,133,Bronze medal
Jacek Pliszka,Poland,4,4,2,0,7,4,21,133,Bronze medal
Soontorn Oraintara,Thailand,7,7,0,0,7,0,21,133,Bronze medal
Mustafa Arslan,Turkey,7,6,3,0,5,0,21,133,Bronze medal
Ngô Diên Hy,Vietnam,7,7,0,0,7,0,21,133,Bronze medal
Pablo Ariel Milrud,Argentina,7,7,0,5,0,1,20,144,Bronze medal
Kin-Wah Chan,Hong Kong,0,6,4,7,2,1,20,144,Bronze medal
Qiao Shuo-Wang,Norway,7,2,3,2,6,0,20,144,Bronze medal
Ignasi Mundet Riera,Spain,0,7,3,2,7,1,20,144,Bronze medal
Tolga Etgü,Turkey,5,6,4,1,2,2,20,144,Bronze medal
Arafat Şahin,Turkey,7,6,0,0,7,0,20,144,Bronze medal
Stephen Wilcox,United Kingdom,5,3,3,0,5,4,20,144,Bronze medal
Kristina Rogale,Yugoslavia,7,1,4,1,7,0,20,144,Bronze medal
Clemens Heuberger,Austria,0,3,4,7,5,0,19,152,Bronze medal
Kar-Keung To,Hong Kong,0,6,3,7,3,0,19,152,Bronze medal
Janusz Zieliński,Poland,4,4,4,6,1,0,19,152,Bronze medal
Emre Alkan,Turkey,7,5,0,0,7,0,19,152,Bronze medal
Luke Kameron,Australia,7,2,4,3,0,2,18,156,Honourable mention
Justin Sawon,Australia,0,7,5,0,6,0,18,156,Honourable mention
Bert Sevenhant,Belgium,0,7,3,7,1,0,18,156,Honourable mention
Timothy Sturge,New Zealand,4,3,4,7,0,0,18,156,Honourable mention
Thunyachate Ekvetchavit,Thailand,7,4,0,0,7,0,18,156,Honourable mention
Adrian Chung,Trinidad and Tobago,4,7,0,7,0,0,18,156,Honourable mention
Jerôme Louveaux,Belgium,7,3,3,1,3,0,17,162,Honourable mention
Viliam Búr,Czechoslovakia,0,3,4,0,7,3,17,162,Honourable mention
Jari Lappalainen,Finland,4,3,0,3,7,0,17,162,Honourable mention
Nikolaos Komontakis,Greece,7,3,0,0,7,0,17,162,Honourable mention
Oliver Johnson,United Kingdom,7,4,4,1,0,1,17,162,Honourable mention
Luke Pebody,United Kingdom,0,7,5,4,0,1,17,162,Honourable mention
Adam Shepherd,United Kingdom,1,7,3,4,0,2,17,162,Honourable mention
Darko Marinov,Yugoslavia,0,5,3,7,1,1,17,162,Honourable mention
Meng Tan,Australia,4,4,3,0,4,1,16,170,
Fernando Lukas Migliorância,Brazil,6,1,3,5,1,0,16,170,
Andres Eduardo Caicedo,Colombia,7,4,3,0,2,0,16,170,Honourable mention
Chek Beng Chua,Singapore,4,3,0,2,7,0,16,170,Honourable mention
Ali Ulaş Özgür Kişisel,Turkey,2,6,4,0,4,0,16,170,
German Maximiliano Müller,Argentina,7,1,0,7,0,0,15,175,Honourable mention
Giovanni Yañez,Colombia,0,5,3,7,0,0,15,175,Honourable mention
Thomas Chi-Kin Ko,Hong Kong,0,4,3,1,7,0,15,175,Honourable mention
Tolooe Hossein Sharifi,Islamic Republic of Iran,4,4,3,0,4,0,15,175,
Antonio Alberto Loaiza Rivera,Mexico,0,7,3,0,2,3,15,175,Honourable mention
Noureddine Frej,Morocco,7,7,0,0,1,0,15,175,Honourable mention
Jose Ernie C. Lope,Philippines,7,7,0,1,0,0,15,175,Honourable mention
Marcos Durantez Gamzukoff,Spain,5,5,3,0,2,0,15,175,
Pinai Linwong,Thailand,7,1,0,0,7,0,15,175,Honourable mention
Desmond Deonanan,Trinidad and Tobago,0,7,3,4,1,0,15,175,Honourable mention
Çetin Ürtiş,Turkey,7,2,1,0,5,0,15,175,Honourable mention
Emerson Ferreira Leite,Brazil,7,4,0,0,3,0,14,186,Honourable mention
Ka-Ping Yee,Canada,3,2,0,7,2,0,14,186,Honourable mention
Sampo Sainio,Finland,0,6,3,3,0,2,14,186,
Chi-Ho Ngai,Hong Kong,0,6,3,1,4,0,14,186,
Wilkie Wong,Hong Kong,1,4,3,3,1,2,14,186,
Marco Lombardi,Italy,0,4,2,6,0,2,14,186,
Jorge Alberto Godínez García,Mexico,0,3,3,1,7,0,14,186,Honourable mention
Jong Hyun Shin,Republic of Korea,4,0,0,2,7,1,14,186,Honourable mention
Frederik Schaffalitzky,Denmark,1,6,0,5,0,1,13,194,
Eoghan Burns,Ireland,0,3,3,1,4,2,13,194,
Sefi Ladkani,Israel,4,4,4,0,1,0,13,194,
Segher Boessenkool,Netherlands,4,2,0,7,0,0,13,194,Honourable mention
Michiel de Bondt,Netherlands,0,7,1,5,0,0,13,194,Honourable mention
Kahn Mason,New Zealand,2,4,3,3,0,1,13,194,
Roger Espel Llima,Spain,5,4,0,0,4,0,13,194,
Frank Wikström,Sweden,0,2,5,3,3,0,13,194,
Elcio Deccache,Brazil,1,4,2,2,1,2,12,202,
Ariel Almendral Vazquez,Cuba,4,0,0,1,7,0,12,202,Honourable mention
Robert Stephan K. Udmark,Denmark,1,4,0,0,7,0,12,202,Honourable mention
Adil Reghaï,Morocco,4,0,1,0,7,0,12,202,Honourable mention
Torsten Mentzoni,Norway,0,4,3,2,0,3,12,202,
Miguel Jorge Gil Mata,Portugal,0,3,2,6,1,0,12,202,
Ignacio Uriarte Tuero,Spain,2,3,3,0,3,1,12,202,
Patrik Jansson,Sweden,4,1,3,1,1,2,12,202,
Stefaan Delcroix,Belgium,1,3,0,0,7,0,11,210,Honourable mention
Alcides Morales Guedes,Cuba,7,3,0,0,1,0,11,210,Honourable mention
Alberto Canonaco,Italy,4,4,3,0,0,0,11,210,
Federico Ponchio,Italy,4,1,0,2,4,0,11,210,
Kamal Khales,Morocco,0,7,3,0,1,0,11,210,Honourable mention
Rachid Sabouni,Morocco,7,4,0,0,0,0,11,210,Honourable mention
Wim Oudshoorn,Netherlands,0,7,1,3,0,0,11,210,Honourable mention
António Manuel Salgueiro,Portugal,0,1,3,0,4,3,11,210,
Mohamed Essafi,Tunisia,7,2,0,0,2,0,11,210,Honourable mention
Daniel Orjuela,Colombia,0,2,3,4,1,0,10,219,
Kyriaki Papadopoulou,Cyprus,5,0,0,0,5,0,10,219,
Kasper K.S. Andersen,Denmark,0,7,3,0,0,0,10,219,Honourable mention
Bo Markussen,Denmark,1,1,3,3,2,0,10,219,
Alexander Gemintern,Israel,0,7,3,0,0,0,10,219,Honourable mention
Raoul Trines,Netherlands,0,3,3,0,0,4,10,219,
Wasuwat Chandang,Thailand,0,0,3,0,7,0,10,219,Honourable mention
Nazim Mahrour,Algeria,0,0,0,7,2,0,9,226,Honourable mention
Mirta Castro Smirnova,Cuba,2,5,0,0,2,0,9,226,
Trevor Cheuk-Wah Cheung,Hong Kong,4,2,0,0,1,2,9,226,
? Nusufirmansyah,Indonesia,1,1,0,0,7,0,9,226,Honourable mention
Damien Fennell,Ireland,0,3,2,1,1,2,9,226,
Cathal Walsh,Ireland,1,2,0,1,3,2,9,226,
Marco Cammi,Italy,0,2,0,7,0,0,9,226,Honourable mention
Tom Krantz,Luxembourg,4,3,0,1,0,1,9,226,
Rodrigo Pérez Blackaller,Mexico,0,3,3,0,3,0,9,226,
Dashdorjiin Ganzorig,Mongolia,0,2,0,7,0,0,9,226,Honourable mention
Christopher Tuffley,New Zealand,4,1,3,1,0,0,9,226,
Luis Manuel Gonçalves,Portugal,0,1,3,0,4,1,9,226,
Andreas Knappe,Austria,1,3,0,0,4,0,8,238,
Giorgos Zacharia,Cyprus,2,3,0,1,2,0,8,238,
Athanasia Langouretou,Greece,4,0,3,0,1,0,8,238,
Adi Avidor,Israel,4,1,3,0,0,0,8,238,
Raúl Marín Carrera,Mexico,1,0,0,0,7,0,8,238,Honourable mention
Chee We Ng,Singapore,4,3,1,0,0,0,8,238,
Marcus Bosland,Trinidad and Tobago,1,0,0,0,7,0,8,238,Honourable mention
Janne Peltonen,Finland,0,1,0,6,0,0,7,245,
Christos Adamaras,Greece,4,0,3,0,0,0,7,245,
Ferry Mulyadi Gunnwann,Indonesia,2,1,4,0,0,0,7,245,
Barrie Gilligan,Ireland,1,0,1,0,3,2,7,245,
Javier Flavio Vigueras Gómez,Mexico,4,1,1,0,1,0,7,245,
Ulambayar Bayansangiin,Mongolia,7,0,0,0,0,0,7,245,Honourable mention
Dashhuugiin Erdene,Mongolia,7,0,0,0,0,0,7,245,Honourable mention
Ki Khoon Pang,Singapore,0,0,3,0,4,0,7,245,
Timotheos Timotheou,Cyprus,0,0,3,0,3,0,6,253,
Fearghal O Donnchu,Ireland,1,1,2,0,0,2,6,253,
Emanuele Paolini,Italy,0,1,4,1,0,0,6,253,
Youssef El Ouerkhaoui,Morocco,4,1,0,0,1,0,6,253,
Filipe João Figueira Ribeiro,Portugal,0,4,0,0,1,1,6,253,
Per Hallberg,Sweden,0,2,0,4,0,0,6,253,
Touffik Hadji,Algeria,0,2,3,0,0,0,5,259,
Ariel Luis Lombardi,Argentina,0,4,0,0,1,0,5,259,
Alessandro Jacoud Peixoto,Brazil,2,0,0,1,2,0,5,259,
Aikaterini Terzoudi,Greece,4,0,0,0,1,0,5,259,
Yohan Usthavia Frans,Indonesia,4,1,0,0,0,0,5,259,
Dashtserengiin Hashbayar,Mongolia,0,1,3,1,0,0,5,259,
Keith Wansbrough,New Zealand,0,1,3,1,0,0,5,259,
Lesley Barnes,Trinidad and Tobago,0,0,3,0,2,0,5,259,
Chicaz Latiri,Tunisia,0,0,1,1,3,0,5,259,
Roberto Marcello Coutelier,Argentina,0,1,3,0,0,0,4,268,
Rogério Kiyoshi Makita,Brazil,0,0,2,0,1,1,4,268,
Michael Berger,Denmark,2,0,0,2,0,0,4,268,
Ongki Kurniawan,Indonesia,0,1,0,0,3,0,4,268,
Maria Imelda Notohusodo,Indonesia,4,0,0,0,0,0,4,268,
Iat Pong Lei,Macau,0,2,0,0,2,0,4,268,
Sin Fan Tang,Macau,1,1,1,1,0,0,4,268,
Sander van Rijnswou,Netherlands,0,2,0,2,0,0,4,268,
Ronaldo N. Carpio,Philippines,0,1,2,0,1,0,4,268,
Filipe João Buavium Arajou,Portugal,0,2,2,0,0,0,4,268,
Ignacio Marcos Primo,Spain,0,0,1,1,2,0,4,268,
El-Oualid Amara Med,Algeria,2,0,0,1,0,0,3,279,
Federico Ardila Mantilla,Colombia,0,0,2,0,0,1,3,279,
Rely Pellicer Bidot,Cuba,1,1,0,0,1,0,3,279,
Kenrick Bingham,Finland,0,1,0,0,0,2,3,279,
Hersir Sigurgeirsson,Iceland,0,2,0,0,1,0,3,279,
David Malone,Ireland,1,0,0,0,1,1,3,279,
Vai Meng Aliás Ng,Macau,0,0,3,0,0,0,3,279,
Tan Lei,Macau,0,0,0,0,3,0,3,279,
Nyamsurengiin Batzaya,Mongolia,0,0,2,0,1,0,3,279,
Li Ying Lim,Singapore,0,0,3,0,0,0,3,279,
Cherif Ahmed Ketfi,Algeria,0,1,0,0,1,0,2,289,
Raed Hashem Al-Alawi,Bahrain,1,0,0,1,0,0,2,289,
Gestur Guðjónsson,Iceland,0,1,0,0,1,0,2,289,
Chi Fong Lei,Macau,0,1,0,0,0,1,2,289,
Kuong Hang Leong,Macau,0,0,0,1,1,0,2,289,
Altantsetsegiin Enkhbayar,Mongolia,0,1,0,0,1,0,2,289,
Bravo de Mansilla Jimenez,Spain,0,0,0,1,1,0,2,289,
Saree Satukijchai,Thailand,1,0,0,0,1,0,2,289,
Riadh Souissi,Algeria,1,0,0,0,0,0,1,297,
Amer Ebrahim Al-Darazi,Bahrain,0,0,1,0,0,0,1,297,
Aymen Hasan Al-Yousif,Bahrain,1,0,0,0,0,0,1,297,
Andreas Kousiappas,Cyprus,0,0,0,0,1,0,1,297,
Ville Voipio,Finland,0,1,0,0,0,0,1,297,
Bjarni Halldórsson,Iceland,0,1,0,0,0,0,1,297,
I. Ketut Budi Muliarta,Indonesia,0,1,0,0,0,0,1,297,
Thomas Ruud Sollien,Norway,0,0,0,0,1,0,1,297,
El-Machkouria Bouabed,Algeria,0,0,0,0,0,0,0,305,
Abdul-Nabi Maythem Al-Sadadi,Bahrain,0,0,0,0,0,0,0,305,
Huda Ahmed Ghuloom,Bahrain,0,0,0,0,0,0,0,305,
Waleed Saleh Khamis,Bahrain,0,0,0,0,0,0,0,305,
Grétar Kárason,Iceland,0,0,0,0,0,0,0,305,
Ásbjörn Ólafsson,Iceland,0,0,0,0,0,0,0,305,
Rune Skårsmoen,Norway,0,0,0,0,0,0,0,305,
Luís Pedro Assunção Godinho,Portugal,0,0,0,0,0,0,0,305,
