Contestant,Country,P1,P2,P3,P4,P5,P6,Total,Rank,Award
Niklas Dahlbãck,Sweden,0,2,0,5,2,0,9,80,
?,Mongolia,,,,,,,8,82,
?,Mongolia,,,,,,,8,82,
Maciej Lewenstein,Poland,,,,,,,8,82,
*,Netherlands,,,,,,,7,85,
*,Netherlands,,,,,,,7,85,
*,Netherlands,,,,,,,7,85,
*,Netherlands,,,,,,,7,85,
Petr Slačálek,Czechoslovakia,,,,,,,5,89,
?,Mongolia,,,,,,,5,89,
?,Mongolia,,,,,,,5,89,
*,Netherlands,,,,,,,5,89,
?,Mongolia,,,,,,,4,93,
?,Mongolia,,,,,,,4,93,
*,Netherlands,,,,,,,4,93,
Oscar Ekeblad,Sweden,0,0,3,1,0,0,4,93,
*,Bulgaria,,,,,,,3,97,
Maximilian Posch,Austria,0,0,0,1,0,1,2,98,
?,Cuba,,,,,,,2,98,
?,Cuba,,,,,,,2,98,
?,Mongolia,,,,,,,2,98,
*,Netherlands,,,,,,,2,98,
Srdjan Ognjanović,Yugoslavia,0,2,0,0,0,0,2,98,
Björn Engberg,Sweden,0,0,0,0,0,1,1,104,
Sven Ivansson,Sweden,0,0,0,0,0,0,0,105,
Zeijlon Lars,Sweden,0,0,0,0,0,0,0,105,
Stefan Lundin,Sweden,0,0,0,0,0,0,0,105,
