Contestant,Country,P1,P2,P3,P4,P5,P6,Total,Rank,Award
Miroslava Sotáková,Slovakia,7,1,1,5,0,7,21,100,Silver medal
Somboon Chiewcharnpipat,Thailand,7,2,1,5,6,0,21,100,Silver medal
Thomas Barnet-Lamb,United Kingdom,6,0,0,7,7,1,21,100,Silver medal
Phi Lê Nguyễn,Vietnam,7,7,3,3,1,0,21,100,Silver medal
Pablo Celayes,Argentina,7,7,0,0,1,5,20,111,Bronze medal
Aram Kalantaryan,Armenia,7,7,0,6,0,0,20,111,Bronze medal
Siarhei Markouski,Belarus,5,5,0,4,4,2,20,111,Bronze medal
Alexey Doktorovich,Israel,7,7,0,3,0,3,20,111,Bronze medal
Igors Gorbovickis,Latvia,7,1,1,4,7,0,20,111,Bronze medal
Agchbayar Amarsanaa,Mongolia,7,6,0,7,0,0,20,111,Bronze medal
Allard Veldman,Netherlands,7,1,2,6,1,3,20,111,Bronze medal
Chee Hau Tan,Singapore,7,7,1,2,3,0,20,111,Bronze medal
Katarína Quittnerová,Slovakia,7,7,0,6,0,0,20,111,Bronze medal
Yu-Jong Tzeng,Taiwan,7,7,0,6,0,0,20,111,Bronze medal
Tijana Kostić,Yugoslavia,7,7,0,6,0,0,20,111,Bronze medal
Vladimir Lazić,Yugoslavia,2,7,1,2,1,7,20,111,Bronze medal
Mahir Hadžić,Bosnia and Herzegovina,7,7,0,1,2,2,19,123,Bronze medal
Filip Morić,Bosnia and Herzegovina,7,3,1,1,0,7,19,123,Bronze medal
Filip Šimić,Croatia,7,3,0,4,0,5,19,123,Bronze medal
Dario Saccavino,Italy,7,6,0,3,3,0,19,123,Bronze medal
Hiroki Kondo,Japan,2,7,0,7,3,0,19,123,Bronze medal
Tom Schaul,Luxembourg,7,4,0,5,1,2,19,123,Bronze medal
Tomáš Jurík,Slovakia,7,7,0,0,3,2,19,123,Bronze medal
Dzmitry Doryn,Belarus,7,5,0,3,0,3,18,130,Bronze medal
Rudolf Polzer,Germany,0,1,3,7,7,0,18,130,Bronze medal
Florin Ratiu,Romania,7,1,1,7,2,0,18,130,Bronze medal
Vladimír Zajac,Slovakia,7,1,0,6,0,4,18,130,Bronze medal
Bruce Merry,South Africa,7,1,0,7,3,0,18,130,Bronze medal
Serhat Şevki Dinçer,Turkey,7,7,2,0,0,2,18,130,Bronze medal
Umid Rakhmonov,Uzbekistan,7,6,0,0,0,5,18,130,Bronze medal
Tomislav Radić,Yugoslavia,7,5,0,1,3,2,18,130,Bronze medal
Daniel Nobuo Uno,Brazil,7,2,1,7,0,0,17,138,Bronze medal
Tseno Tselkov,Bulgaria,7,4,0,3,1,2,17,138,Bronze medal
Yusuke Kobayashi,Japan,3,1,6,6,1,0,17,138,Bronze medal
Ulan Mukashev,Kazakhstan,7,7,0,0,0,3,17,138,Bronze medal
Mojca Miklavec,Slovenia,7,4,0,3,0,3,17,138,Bronze medal
Hasan Inci,Switzerland,7,7,0,3,0,0,17,138,Bronze medal
David Moser,Switzerland,2,7,0,7,1,0,17,138,Bronze medal
Wittawat Kositwattanarerk,Thailand,7,1,0,7,0,2,17,138,Bronze medal
Petch Manoharn,Thailand,7,3,0,7,0,0,17,138,Bronze medal
Stephen Brooks,United Kingdom,5,0,4,7,1,0,17,138,Bronze medal
Zulfiddin Kamolov,Uzbekistan,7,7,0,1,0,2,17,138,Bronze medal
Rolando Trujillo Rasúa,Cuba,7,2,0,2,3,2,16,149,Bronze medal
Jan Kynčl,Czech Republic,7,1,4,2,0,2,16,149,Bronze medal
Ka Ho Law,Hong Kong,7,1,0,4,4,0,16,149,Bronze medal
Prasad Nagaraj Raghavendra,India,6,3,0,0,0,7,16,149,Bronze medal
Alexey Entin,Israel,7,7,1,1,0,0,16,149,Bronze medal
Zhandos Yessenbayev,Kazakhstan,7,7,0,1,1,0,16,149,Bronze medal
Namnandorj Sansarkhuu,Mongolia,4,5,0,7,0,0,16,149,Bronze medal
David Kunszenti-Kovács,Norway,7,1,0,5,0,3,16,149,Bronze medal
Michał Adamaszek,Poland,7,7,0,2,0,0,16,149,Bronze medal
Dumitru Codreanu,Republic of Moldova,0,7,0,2,7,0,16,149,Bronze medal
Daniel Porumbel,Romania,7,7,0,2,0,0,16,149,Bronze medal
Jacques Conradie,South Africa,7,1,1,6,1,0,16,149,Bronze medal
Laura Bolognini,Argentina,7,1,0,7,0,0,15,161,Bronze medal
Matias Del Hoyo,Argentina,7,1,0,7,0,0,15,161,Bronze medal
Tigran Grigoryan,Armenia,7,7,0,0,1,0,15,161,Bronze medal
Aram Khachatryan,Armenia,2,7,1,5,0,0,15,161,Bronze medal
Thomas Xia,Australia,7,2,1,4,1,0,15,161,Bronze medal
Pierre Gramme,Belgium,7,6,0,2,0,0,15,161,Bronze medal
Tonči Kokan,Croatia,7,5,1,2,0,0,15,161,Bronze medal
Hendrik Nigul,Estonia,7,2,0,5,1,0,15,161,Bronze medal
Riikka Korte,Finland,7,1,0,7,0,0,15,161,Bronze medal
Philipp Schapotschnikov,Germany,4,2,0,5,4,0,15,161,Bronze medal
Eran Assaf,Israel,7,7,0,0,1,0,15,161,Bronze medal
Jānis Dričs,Latvia,7,1,0,1,6,0,15,161,Bronze medal
Gediminas Lukšys,Lithuania,3,1,3,7,1,0,15,161,Bronze medal
Bat-Erdene Amarsanaa,Mongolia,3,7,0,5,0,0,15,161,Bronze medal
Marcin Wojnarski,Poland,7,1,1,4,0,2,15,161,Bronze medal
Iván Angiono,Argentina,7,4,0,1,2,0,14,176,Bronze medal
Emerson Julian León Guerrero,Colombia,3,2,2,7,0,0,14,176,Bronze medal
Edgar Rincon,Colombia,4,1,0,7,2,0,14,176,Bronze medal
Tomislav Pejković,Croatia,7,2,0,0,0,5,14,176,Bronze medal
Mikko Harju,Finland,2,1,4,6,1,0,14,176,Bronze medal
Ka Wing Ng,Hong Kong,3,5,0,5,1,0,14,176,Bronze medal
Mushthofa ?,Indonesia,7,1,0,6,0,0,14,176,Bronze medal
Seyed Ali Madani Zadeh,Islamic Republic of Iran,7,1,0,1,1,4,14,176,Bronze medal
Giulio Genovese,Italy,6,1,0,7,0,0,14,176,Bronze medal
Anuar Kaumbayev,Kazakhstan,7,5,0,0,0,2,14,176,Bronze medal
Rustem Takhanov,Kazakhstan,4,5,0,2,3,0,14,176,Bronze medal
Dumitru Daniliuc,Republic of Moldova,7,1,0,0,6,0,14,176,Bronze medal
Tiaan George Towsen,South Africa,4,4,0,6,0,0,14,176,Bronze medal
Jacobus van Zyl,South Africa,7,5,0,1,1,0,14,176,Bronze medal
Koen Goossens,Belgium,0,7,0,6,0,0,13,190,Bronze medal
Damir Hasić,Bosnia and Herzegovina,7,2,0,1,3,0,13,190,Bronze medal
Daniel Massaki Yamamoto,Brazil,7,1,0,3,2,0,13,190,Bronze medal
Raúl Arderí García,Cuba,7,1,0,5,0,0,13,190,Bronze medal
Anders Schack-Nielsen,Denmark,3,1,2,7,0,0,13,190,Bronze medal
Pierre Nolin,France,0,7,1,4,1,0,13,190,Bronze medal
Takayoshi Yamamoto,Japan,7,0,0,6,0,0,13,190,Bronze medal
Aleksandra Koroļova,Latvia,7,2,0,4,0,0,13,190,Bronze medal
Ong Shien Jin,Malaysia,4,1,1,7,0,0,13,190,Bronze medal
Tumur Baasanjav,Mongolia,7,5,0,0,1,0,13,190,Bronze medal
Tarik Hsaini,Morocco,3,7,0,0,1,2,13,190,Bronze medal
Yothin Rakvongthai,Thailand,7,1,0,5,0,0,13,190,Bronze medal
Ilija Jovčevski,The former Yugoslav Republic of Macedonia,7,4,0,2,0,0,13,190,Bronze medal
Việt Ha Bùi,Vietnam,7,3,2,0,1,0,13,190,Bronze medal
Fabrício Siqueira Benevides,Brazil,7,1,1,3,0,0,12,204,Bronze medal
Keon Choi,Canada,7,0,2,3,0,0,12,204,Bronze medal
Emmanuel Lepage,France,7,1,0,1,1,2,12,204,Bronze medal
Ioannis Anapolitanos,Greece,7,2,0,1,0,2,12,204,Bronze medal
Georges Baatz,Luxembourg,6,1,0,5,0,0,12,204,Bronze medal
Ernesto Alarcón Zaldo,Mexico,2,7,0,2,1,0,12,204,Bronze medal
Raúl Gómez Muñoz,Mexico,3,2,0,7,0,0,12,204,Bronze medal
Todor Ristov,The former Yugoslav Republic of Macedonia,7,1,1,3,0,0,12,204,Bronze medal
David Knipe,United Kingdom,0,7,1,4,0,0,12,204,Bronze medal
Dénes Koch,Austria,7,1,0,1,0,2,11,213,Bronze medal
Omer Tanović,Bosnia and Herzegovina,4,1,0,6,0,0,11,213,Bronze medal
Tonći Antunović,Croatia,7,2,0,0,0,2,11,213,Bronze medal
Jan Herman,Czech Republic,7,2,0,2,0,0,11,213,Bronze medal
Ondřej Suchý,Czech Republic,7,0,0,2,0,2,11,213,Bronze medal
Anne-Maria Ernvall,Finland,0,7,0,2,0,2,11,213,Bronze medal
Benjamin Wagener,France,6,1,0,1,1,2,11,213,Bronze medal
Djoko Wibowo,Indonesia,7,0,1,3,0,0,11,213,Bronze medal
Emanuele Spadaro,Italy,7,1,0,3,0,0,11,213,Bronze medal
Murat Abduvaliev,Kyrgyzstan,2,7,0,2,0,0,11,213,Bronze medal
Mohd. Suhaimi Ramly,Malaysia,2,6,0,3,0,0,11,213,Bronze medal
Mauricio Esteban Chacón Tirado,Mexico,4,1,0,5,1,0,11,213,Bronze medal
Vincent Groenhuis,Netherlands,4,1,1,5,0,0,11,213,Bronze medal
Alexandru Paschin,Republic of Moldova,7,1,1,2,0,0,11,213,Bronze medal
Chin Lum Kwa,Singapore,3,5,0,3,0,0,11,213,Bronze medal
Michael Spencer,United Kingdom,2,2,0,6,1,0,11,213,Bronze medal
Oliver Thomas,United Kingdom,7,1,0,1,0,2,11,213,Bronze medal
Kamran Mammadov,Azerbaijan,7,1,0,0,2,0,10,230,Honourable mention
Juan Hernández,Colombia,4,1,0,3,0,2,10,230,
Reydel Pérez Pastó,Cuba,7,0,0,0,1,2,10,230,Honourable mention
Themistoklis Charalambous,Cyprus,7,1,0,1,1,0,10,230,Honourable mention
Kamille Sofie Taagholt,Denmark,3,1,0,6,0,0,10,230,
Emilia Käsper,Estonia,0,6,0,4,0,0,10,230,
Paul Bourgade,France,7,1,0,1,1,0,10,230,Honourable mention
Nicolas Templier,France,0,1,1,6,2,0,10,230,
Irakli Gogia,Georgia,2,1,0,7,0,0,10,230,Honourable mention
Mikheil Mebonia,Georgia,7,1,0,2,0,0,10,230,Honourable mention
Jan Christoph Kinne,Germany,2,1,0,7,0,0,10,230,Honourable mention
Wai Tong Fan,Hong Kong,4,1,0,1,0,4,10,230,
Chun Wai Carto Wong,Hong Kong,7,1,0,1,1,0,10,230,Honourable mention
Pawel Bartoszek,Iceland,0,2,1,7,0,0,10,230,Honourable mention
Justinas Pelenis,Lithuania,2,1,0,7,0,0,10,230,Honourable mention
Ming-Koon Hsu,Luxembourg,3,1,0,6,0,0,10,230,
Robert Thomas Samuel Meyer,Luxembourg,7,1,0,2,0,0,10,230,Honourable mention
Samuel Estala Arias,Mexico,7,1,0,1,1,0,10,230,Honourable mention
Jan Tuitman,Netherlands,7,2,0,0,1,0,10,230,Honourable mention
Dante Romero,Peru,7,2,0,1,0,0,10,230,Honourable mention
Rafael Sanchez,Peru,7,1,0,0,0,2,10,230,Honourable mention
Timothy John Chua,Philippines,7,1,0,2,0,0,10,230,Honourable mention
Mateusz Kwaśnicki,Poland,7,1,0,0,0,2,10,230,Honourable mention
Aleksandra Franc,Slovenia,7,0,0,0,0,3,10,230,Honourable mention
Klemen Šivic,Slovenia,7,0,0,1,0,2,10,230,Honourable mention
Shen Tian,South Africa,3,1,0,6,0,0,10,230,
Kezia Charles,Trinidad and Tobago,7,0,0,3,0,0,10,230,Honourable mention
Rajini Haraksingh,Trinidad and Tobago,7,0,0,3,0,0,10,230,Honourable mention
Sean Jackman,Trinidad and Tobago,3,2,0,5,0,0,10,230,
Serhat Doğan,Turkey,1,1,0,7,1,0,10,230,Honourable mention
Daniel Dvořák,Austria,3,1,0,5,0,0,9,260,
François Foucart,Belgium,0,2,0,7,0,0,9,260,Honourable mention
Boris Marjanović,Bosnia and Herzegovina,4,1,0,1,1,2,9,260,
Ulisses Medeiros de Albuquerque,Brazil,7,1,0,1,0,0,9,260,Honourable mention
Denise Cheung,Canada,7,0,0,2,0,0,9,260,Honourable mention
Joaquín Andrés Valderrama,Colombia,4,1,0,3,1,0,9,260,
Marinko Jablan,Croatia,7,1,0,0,1,0,9,260,Honourable mention
Noslen Hernandez Gonzalez,Cuba,7,1,0,0,1,0,9,260,Honourable mention
Søren Boldsen,Denmark,0,7,0,2,0,0,9,260,Honourable mention
Teemu Murtola,Finland,2,0,0,7,0,0,9,260,Honourable mention
David Sichinava,Georgia,7,1,0,1,0,0,9,260,Honourable mention
Konstantinos Stavropoulos,Greece,7,1,0,1,0,0,9,260,Honourable mention
Kin Hang Chan,Hong Kong,2,1,0,6,0,0,9,260,
Dedy Nur Zaman,Indonesia,3,1,0,5,0,0,9,260,
Mohammed Fouad Sahel,Morocco,7,1,0,0,1,0,9,260,Honourable mention
Peter Bruin,Netherlands,2,1,0,6,0,0,9,260,
Oyvind Grotmol,Norway,3,1,1,3,1,0,9,260,
Juan Neyra,Peru,7,1,0,1,0,0,9,260,Honourable mention
Matjaž Urlep,Slovenia,3,1,0,5,0,0,9,260,
Pieter Mostert,South Africa,7,1,0,1,0,0,9,260,Honourable mention
Ukkiraperuvaluthipillai Barath Umasankaran,Sri Lanka,7,1,0,0,1,0,9,260,Honourable mention
Patrik Hubschmid,Switzerland,2,1,0,6,0,0,9,260,
Fedir Tovt,Ukraine,7,0,0,2,0,0,9,260,Honourable mention
Nicolas Fraiman,Uruguay,7,1,0,1,0,0,9,260,Honourable mention
Artur Sharipov,Uzbekistan,7,0,0,0,2,0,9,260,Honourable mention
Murodjon Umarov,Uzbekistan,7,1,0,1,0,0,9,260,Honourable mention
Dmitry Zanin,Uzbekistan,7,1,0,1,0,0,9,260,Honourable mention
Elcin Bagirov,Azerbaijan,2,5,0,1,0,0,8,287,
Leopold Parts,Estonia,0,1,0,7,0,0,8,287,Honourable mention
Archil Tsiskaridze,Georgia,7,1,0,0,0,0,8,287,Honourable mention
Guðni Ólafsson,Iceland,4,1,0,3,0,0,8,287,
Sie Hendrata Dharmawan,Indonesia,4,2,0,1,1,0,8,287,
Sean Murphy,Ireland,7,1,0,0,0,0,8,287,Honourable mention
Alibek Aldangarov,Kazakhstan,7,1,0,0,0,0,8,287,Honourable mention
Aleksandrs Belovs,Latvia,0,2,2,4,0,0,8,287,
Yen-Hau Kok,Malaysia,0,1,0,6,1,0,8,287,
Luis Alfonso De la Cruz Color,Mexico,2,5,0,1,0,0,8,287,
Youness Oulbacha,Morocco,7,1,0,0,0,0,8,287,Honourable mention
Dominic Lo,New Zealand,7,1,0,0,0,0,8,287,Honourable mention
Han Zhang,New Zealand,3,1,0,4,0,0,8,287,
Ricardo Ingles,Portugal,0,1,1,5,1,0,8,287,
Peter Májek,Slovakia,0,2,0,4,0,2,8,287,
Jose María Cantarero López,Spain,0,1,0,7,0,0,8,287,Honourable mention
Alberto Suárez Real,Spain,3,1,1,3,0,0,8,287,
Tharmarajah Tharmini,Sri Lanka,1,3,0,3,1,0,8,287,
Andreas Holmström,Sweden,0,1,0,7,0,0,8,287,Honourable mention
Sabri Yılmaz,Turkey,5,1,0,1,1,0,8,287,
Ariel Ron,Uruguay,2,1,0,5,0,0,8,287,
Nozim Komilov,Uzbekistan,7,0,0,1,0,0,8,287,Honourable mention
Dritan Tako,Albania,2,3,0,2,0,0,7,309,
Nazim Balayev,Azerbaijan,0,7,0,0,0,0,7,309,Honourable mention
Zaim Musa,Bosnia and Herzegovina,1,1,0,5,0,0,7,309,
David Otero,Colombia,0,1,0,6,0,0,7,309,
Sebastian Ramirez,Colombia,4,1,0,0,0,2,7,309,
Orlando Cabrera Baez,Cuba,0,1,0,6,0,0,7,309,
Leri Bantsuri,Georgia,0,1,0,2,4,0,7,309,
Michail Dimakos,Greece,2,1,0,4,0,0,7,309,
Menelaos Constantinos Stavropoulos,Greece,4,0,0,3,0,0,7,309,
Ingvar Sigurjónsson,Iceland,3,1,0,3,0,0,7,309,
Kurnia Dewi Amorita,Indonesia,2,1,0,2,0,2,7,309,
Souhail Hannouf,Morocco,0,5,0,2,0,0,7,309,
Jeroen van Wolffelaar,Netherlands,3,1,0,3,0,0,7,309,
Borge Mikkelsen,Norway,2,1,0,4,0,0,7,309,
Jan Nordbotten,Norway,2,1,0,4,0,0,7,309,
Kirk Jon O. L. Khu,Philippines,3,1,0,3,0,0,7,309,
Kah Keng Tay,Singapore,3,1,1,1,1,0,7,309,
Luis Emilio García Martínez,Spain,2,3,0,0,2,0,7,309,
Johannes Nordstrom,Sweden,0,0,0,7,0,0,7,309,Honourable mention
Erik Sandberg,Sweden,4,1,0,2,0,0,7,309,
Chetaphan Siridanupath,Thailand,2,2,0,3,0,0,7,309,
Vesna Stojanoska,The former Yugoslav Republic of Macedonia,3,2,0,1,1,0,7,309,
David Segui,Venezuela,2,2,0,3,0,0,7,309,
Miloš Popović,Yugoslavia,5,1,0,1,0,0,7,309,
Erind Bedalli,Albania,2,1,0,1,0,2,6,333,
Areg Meliksetyan,Armenia,3,1,0,2,0,0,6,333,
Jorge Erik López Velázquez,Cuba,2,1,0,1,0,2,6,333,
Nicos Georgiou Chr.,Cyprus,3,1,0,2,0,0,6,333,
Hendrik Lönngren,Germany,0,1,0,4,1,0,6,333,
Emmanouil Nikolaou,Greece,3,0,0,1,2,0,6,333,
Eyvindur Ari Pálsson,Iceland,1,1,0,4,0,0,6,333,
Michael J. Ryan,Ireland,2,1,0,2,1,0,6,333,
Benedict Williams,Ireland,0,1,0,5,0,0,6,333,
Nail Benabid,Morocco,4,0,0,0,0,2,6,333,
João Gouveia,Portugal,0,1,0,5,0,0,6,333,
Wan Long Ng,Singapore,2,1,0,3,0,0,6,333,
Kah Seng Tay,Singapore,2,1,0,2,1,0,6,333,
Ather Gattami,Sweden,3,1,0,0,0,2,6,333,
Kire Trivodaliev,The former Yugoslav Republic of Macedonia,3,1,0,2,0,0,6,333,
Javier Cóppola,Uruguay,2,1,0,3,0,0,6,333,
Ivana Božić,Yugoslavia,2,1,0,2,1,0,6,333,
Gery Debongnie,Belgium,3,1,0,1,0,0,5,350,
Tom Honorez,Belgium,0,1,0,2,2,0,5,350,
Lim Sheng Hwee,Brunei,0,2,0,3,0,0,5,350,
Anja Barešić,Croatia,3,1,0,1,0,0,5,350,
Marios Pantziaras,Cyprus,0,0,0,5,0,0,5,350,
Allan Jose Haraldsson Rojas,Ecuador,0,2,0,2,1,0,5,350,
Indrek Zolk,Estonia,1,1,0,3,0,0,5,350,
Georgios Raptis,Greece,3,0,0,1,1,0,5,350,
Javier Brolo,Guatemala,0,1,0,4,0,0,5,350,
Johan Batubara,Indonesia,0,0,0,5,0,0,5,350,
Piotr Karwasz,Italy,0,1,1,3,0,0,5,350,
Mohammad Saoud,Kuwait,1,1,0,2,1,0,5,350,
Aivaras Novikas,Lithuania,3,0,0,2,0,0,5,350,
Abdelaziz Saoudi,Morocco,1,3,0,0,1,0,5,350,
Timothy McKenzie,New Zealand,0,2,0,3,0,0,5,350,
John Chiahan Yang,New Zealand,2,1,0,2,0,0,5,350,
Wojciech Czerwiński,Poland,2,0,2,1,0,0,5,350,
Lech Duraj,Poland,0,1,0,4,0,0,5,350,
David Chan,Australia,0,1,1,2,0,0,4,368,
Hannes Lowette,Belgium,0,1,1,2,0,0,4,368,
Humberto Silva Naves,Brazil,0,1,0,2,1,0,4,368,
