Contestant,Country,P1,P2,P3,P4,P5,P6,Total,Rank,Award
Piers Jeremy Coxon,United Kingdom,7,0,3,7,7,4,28,37,Bronze medal
Krasimis Georgiev Ianakiev,Bulgaria,7,2,2,7,7,2,27,40,Bronze medal
Bernd Kirchheim,German Democratic Republic,7,6,7,0,7,0,27,40,Bronze medal
Jacek Świątkowski,Poland,7,0,2,4,7,7,27,40,Bronze medal
Ivan Gruvdev Todorov,Bulgaria,7,0,0,7,7,5,26,43,Bronze medal
Alexander Nenov Ivanov,Bulgaria,7,2,3,7,7,0,26,43,Bronze medal
Orest Bucicovski,Romania,7,0,4,4,7,4,26,43,Bronze medal
Lucian Man,Romania,7,0,7,5,7,0,26,43,Bronze medal
Anders Rantzer,Sweden,7,0,4,0,7,7,25,47,Bronze medal
Luis Alberto dos Santos,Brazil,7,0,3,7,7,0,24,48,Bronze medal
David Chalmers,Australia,6,0,3,3,7,4,23,49,Bronze medal
Alastair Rucklidge,Canada,4,1,2,7,7,2,23,49,Bronze medal
Cezary Juszczak,Poland,7,0,4,7,5,0,23,49,Bronze medal
Jan-Erik Brundell,Sweden,7,0,5,4,7,0,23,49,Bronze medal
Paul Nevile Balister,United Kingdom,4,0,3,7,5,4,23,49,Bronze medal
David Adam Chalcraft,United Kingdom,3,1,4,5,7,3,23,49,Bronze medal
Kuno Zhuber - Okrog,Austria,7,0,6,7,0,2,22,55,Bronze medal
Ivan Deman,Belgium,4,0,3,7,6,2,22,55,Bronze medal
Ori Ganor,Israel,7,0,0,5,7,3,22,55,Bronze medal
Tonny Hurkens,Netherlands,3,0,7,3,7,2,22,55,Bronze medal
Miroslav Engliš,Czechoslovakia,7,0,7,0,7,0,21,59,Bronze medal
Rita Csákány,Hungary,2,6,4,0,7,2,21,59,Bronze medal
Bayasgalan Bansragchiyn,Mongolia,4,0,2,7,7,1,21,59,Bronze medal
Alan Blair,Australia,6,1,0,0,7,6,20,62,
Philippe Kahn,France,3,0,4,6,7,0,20,62,
Igor Kukavica,Yugoslavia,4,0,3,5,7,1,20,62,
Michel Goemans,Belgium,1,0,2,7,7,2,19,65,
Ricardo Teixeira de Carvalho,Brazil,3,6,0,3,7,0,19,65,
Leonidas Palios,Greece,4,2,0,6,7,0,19,65,
Richard Meijer,Netherlands,1,0,0,7,7,4,19,65,
Nelson Medina,Colombia,3,0,2,6,7,0,18,69,
Mor Amitai,Israel,4,0,2,2,7,3,18,69,
Yael Karshon,Israel,4,0,2,3,7,2,18,69,
Petar Pavešić,Yugoslavia,4,0,2,4,7,1,18,69,
René Dager Salomon,Cuba,4,0,2,5,6,0,17,73,
Ernesto Moreno Frias,Cuba,4,6,0,0,7,0,17,73,
Hervé Bonnaud,France,4,0,0,6,7,0,17,73,
Guy Even,Israel,2,6,2,0,6,1,17,73,
Peter de Bruin,Netherlands,7,0,2,0,7,1,17,73,
Iiro Honkala,Finland,4,0,2,0,7,3,16,78,
Wiktor Konstantinidis,Poland,4,0,1,4,7,0,16,78,
Viggo Eriksson,Sweden,4,0,2,0,6,3,15,80,
Todd Cardno,Canada,3,0,2,0,7,2,14,81,
Benjamin Enriquez,France,4,1,4,0,5,0,14,81,
Georgios Stamoulis,Greece,3,0,2,7,2,0,14,81,
Mihai Caragiu,Romania,1,0,2,3,7,1,14,81,
Dirk Vertigan,Australia,7,0,2,4,0,0,13,85,
Alair Pereira do Lago,Brazil,7,0,2,0,3,1,13,85,
Iyannis Dandalis,Greece,2,1,0,3,7,0,13,85,
Orloh Dorzhaydabin,Mongolia,7,0,2,0,4,0,13,85,
Edward D. Hatton,Canada,7,0,2,3,0,0,12,89,
Erdehebayar Dambasirengijn,Mongolia,2,0,2,1,7,0,12,89,
Karim Zerhouni,Algeria,3,0,2,3,0,3,11,91,
Clemens Cap,Austria,2,5,0,0,4,0,11,91,
Walter Fimml,Austria,2,0,2,0,7,0,11,91,
Jonas Hansbo,Sweden,7,0,0,4,0,0,11,91,
Maria Cristina Pereyra,Venezuela,0,2,2,0,7,0,11,91,
Amrane Ait,Algeria,1,0,0,0,6,3,10,96,
Kenneth Ross,Australia,3,0,2,1,0,4,10,96,
Paulo Sergio Vieira de Brito,Brazil,0,0,0,3,7,0,10,96,
Badamsuren Garamhandin,Mongolia,0,0,0,3,7,0,10,96,
Moisés Lejter,Venezuela,1,0,0,2,7,0,10,96,
Wilson Castrellón,Colombia,1,0,0,0,7,1,9,101,
Stelios Smyrnakis,Greece,4,0,0,0,4,1,9,101,
Faten Zghal,Tunisia,1,0,0,0,7,0,8,103,
Patrick Dewilde,Belgium,3,0,0,1,2,1,7,104,
Alejandro Bandinez O'Farrill,Cuba,2,1,2,0,2,0,7,104,
Nadhem Meziou,Tunisia,7,0,0,0,0,0,7,104,
Ricardo Vélez,Colombia,1,0,2,0,0,1,4,107,
Rodrigo Calderón,Colombia,1,0,0,0,0,2,3,108,
Alberto Jiménez Moreno,Cuba,2,0,0,0,1,0,3,108,
Ibtissem Tanoubi,Tunisia,1,0,2,0,0,0,3,108,
? Tahi,Algeria,1,0,0,1,0,0,2,111,
Bernard Philips,Belgium,1,0,0,0,1,0,2,111,
Al-Hassan Ahmed Sulaiman,Kuwait,1,0,0,0,1,0,2,111,
Hassan Adel Ahmed,Kuwait,1,0,0,0,0,0,1,114,
Abbas Sulaiman,Kuwait,1,0,0,0,0,0,1,114,
Sonia Somrani,Tunisia,1,0,0,0,0,0,1,114,
Edgar Brown,Venezuela,1,0,0,0,0,0,1,114,
Braulio de Abreu,Venezuela,1,0,0,0,0,0,1,114,
Hussain Sulaiman,Kuwait,0,0,0,0,0,0,0,119,
