Contestant,Country,P1,P2,P3,P4,P5,P6,Total,Rank,Award
Adam Obdržálek,Czechoslovakia,1,7,1,7,0,6,22,47,Silver medal
Volker Brundisch,German Democratic Republic,7,7,0,3,2,3,22,47,Silver medal
Huỳnh Văn Thanh,Vietnam,7,7,0,7,0,1,22,47,Silver medal
Franz Merkl,Germany,7,7,0,1,0,6,21,50,Bronze medal
Peter Müller,Germany,7,6,0,7,0,1,21,50,Bronze medal
Wojcieh Derkowski,Poland,7,7,1,1,4,1,21,50,Bronze medal
Lev Ivanov,Union of Soviet Socialist Republics,0,7,7,0,0,7,21,50,Bronze medal
Alasdair Grant,Australia,7,7,0,2,0,4,20,54,Bronze medal
Mário Arlindo Casarin Júnior,Brazil,7,7,1,2,2,1,20,54,Bronze medal
Eric Veach,Canada,7,7,1,4,0,1,20,54,Bronze medal
Bruno Sauvalle,France,2,7,0,2,4,5,20,54,Bronze medal
Ingo Warnke,German Democratic Republic,7,7,1,0,0,5,20,54,Bronze medal
Roman Drnovšek,Yugoslavia,1,7,1,2,7,2,20,54,Bronze medal
Angelika Drauschke,German Democratic Republic,7,0,0,2,7,3,19,60,Bronze medal
Vasilios Missoulis,Greece,7,3,0,7,2,0,19,60,Bronze medal
Miklós Bóna,Hungary,7,1,0,7,1,3,19,60,Bronze medal
Piotr Jędrzejewicz,Poland,7,7,0,1,0,4,19,60,Bronze medal
Mikael Staffas,Sweden,7,2,1,1,7,1,19,60,Bronze medal
Cláudio José Morandini,Brazil,7,7,0,2,1,1,18,65,Bronze medal
Martin Piotte,Canada,7,7,0,1,2,1,18,65,Bronze medal
Jorge Lodos Vigil,Cuba,1,4,0,5,7,1,18,65,Bronze medal
Patrice Ossona de Mendez,France,1,7,0,5,0,5,18,65,Bronze medal
Patrice Sauvalle,France,2,7,0,7,0,2,18,65,Bronze medal
Colin Stahlke,Germany,2,7,2,4,2,1,18,65,Bronze medal
Saadi Abdelhamid,Morocco,7,7,0,2,0,2,18,65,Bronze medal
Chilali Mahmoud,Morocco,7,7,0,3,0,1,18,65,Bronze medal
Tadeusz Pezda,Poland,7,7,0,0,0,4,18,65,Bronze medal
Đỗ Huy Khánh,Vietnam,7,2,0,2,7,0,18,65,Bronze medal
Karl Michael Göschka,Austria,2,6,1,5,1,2,17,75,Bronze medal
Ján Šefčík,Czechoslovakia,7,7,0,1,1,1,17,75,Bronze medal
Georg Hein,German Democratic Republic,7,7,1,0,0,2,17,75,Bronze medal
Martin Härterich,Germany,3,7,0,5,1,1,17,75,Bronze medal
Nizar Lahiani,Tunisia,7,2,1,4,2,1,17,75,Bronze medal
Marcus George Moore,United Kingdom,7,7,3,0,0,0,17,75,Bronze medal
Alexander Paul Selby,United Kingdom,7,7,0,2,0,1,17,75,Bronze medal
Sašo Džeroski,Yugoslavia,7,7,0,0,2,1,17,75,Bronze medal
Shane Booth,Australia,7,6,0,2,0,1,16,83,Bronze medal
Michael Dimitriadis,Austria,7,3,0,3,2,1,16,83,Bronze medal
Claude Lion,Belgium,0,7,0,2,4,3,16,83,Bronze medal
Frank D'Ippolito,Canada,7,7,0,1,0,1,16,83,Bronze medal
Ben Moonen,Netherlands,3,0,0,7,0,6,16,83,Bronze medal
Sihao Wu,People's Republic of China,7,7,0,2,0,0,16,83,Bronze medal
Konrad Piwakowski,Poland,5,7,0,2,0,2,16,83,Bronze medal
Ergun Uzal,Turkey,7,7,0,2,0,0,16,83,Bronze medal
Dmitry Bibin,Union of Soviet Socialist Republics,7,7,0,0,0,2,16,83,Bronze medal
John Reginald Longley,United Kingdom,7,7,0,2,0,0,16,83,Bronze medal
Harold Steinacker,Austria,1,7,1,2,2,2,15,93,Bronze medal
Moses Klein,Canada,1,7,0,7,0,0,15,93,Bronze medal
Javier Pena,Colombia,3,4,0,4,1,3,15,93,Bronze medal
Juan Pereira,Colombia,7,7,0,0,0,1,15,93,Bronze medal
Daniel Alfaro Vigo,Cuba,7,5,0,2,0,1,15,93,Bronze medal
Marios Papadopoulos,Cyprus,7,0,0,4,0,4,15,93,Bronze medal
György Birkás,Hungary,7,7,1,0,0,0,15,93,Bronze medal
Sadok Kallel,Tunisia,3,0,0,4,7,1,15,93,Bronze medal
Taner Özçelik,Turkey,7,0,0,1,7,0,15,93,Bronze medal
Ivaylo Marinov Nedelchev,Bulgaria,7,0,0,2,5,0,14,102,
Angel Ribalta Stanford,Cuba,7,0,0,0,7,0,14,102,
Isaak Maradidis,Greece,7,3,0,2,0,2,14,102,
Zvi Arona,Israel,7,2,0,4,0,1,14,102,
Raz Naot,Israel,7,1,0,6,0,0,14,102,
Hallvard Furuseth,Norway,1,7,0,2,1,3,14,102,
Ralph Costa Teixeira,Brazil,7,1,1,3,0,1,13,108,
Yrjö Kotivuori,Finland,7,1,0,1,3,1,13,108,
Fréderic Patras,France,0,7,0,2,0,4,13,108,
Sadi Turgut,Turkey,1,7,0,2,0,3,13,108,
Domingos Augusto Ferreira Romualdo,Brazil,6,1,1,3,0,1,12,112,
Elamrani Tarik,Morocco,2,7,0,2,0,1,12,112,
Jeroen Hansen,Netherlands,0,7,0,0,5,0,12,112,
Eric Tjong Tjin Tai,Netherlands,3,7,0,0,1,1,12,112,
Christopher Edward John Kilgour,United Kingdom,7,0,0,2,2,1,12,112,
Che Quang Quyen,Vietnam,7,5,0,0,0,0,12,112,
David Hogan,Australia,1,5,1,3,0,1,11,118,
Günter Schuster,Austria,2,7,0,1,0,1,11,118,
Wolfgang Stöcher,Austria,7,2,1,0,0,1,11,118,
Guillermo Reyes Souto,Cuba,7,1,0,0,3,0,11,118,
Petr Hájek,Czechoslovakia,0,0,0,0,6,5,11,118,
Odeh Livneh,Israel,4,3,0,1,0,3,11,118,
Battsengel Baansajav,Mongolia,1,3,0,6,0,1,11,118,
Hans van Antwerpen,Netherlands,4,1,0,4,0,2,11,118,
Machiel van Frankenhuijsen,Netherlands,1,6,0,2,0,2,11,118,
Ricardo Perez Marco,Spain,1,3,0,3,3,1,11,118,
Lars Nilsson,Sweden,7,1,0,1,0,2,11,118,
Mohammed-Salim Lemdani,Algeria,2,7,0,0,0,1,10,129,
João Valberto Costa Cavalcante,Brazil,7,0,0,3,0,0,10,129,
Ernesto Esteves Prudêncio,Brazil,7,0,0,2,0,1,10,129,
Alfredo Herrera Hérnandez,Cuba,7,0,0,0,3,0,10,129,
Dario Benedetto,Italy,7,1,0,2,0,0,10,129,
Bayarsaikhan Zagdaa,Mongolia,7,0,0,0,2,1,10,129,
Jeroen Nijhof,Netherlands,7,2,1,0,0,0,10,129,
Feng Wang,People's Republic of China,1,7,0,2,0,0,10,129,
Anders Björn,Sweden,0,4,2,2,1,1,10,129,
Boban Nikolić,Yugoslavia,7,0,0,0,2,1,10,129,
Catherine Playoust,Australia,5,1,0,3,0,0,9,139,
Jorge Armando Ospina,Colombia,1,1,1,4,0,2,9,139,
Pavlos Neophytou,Cyprus,7,1,0,0,1,0,9,139,
Agúst Sverrir Egilsson,Iceland,1,0,0,1,7,0,9,139,
Jon Ivar Skullerud,Norway,0,7,0,2,0,0,9,139,
Richard Ehrenborg,Sweden,0,7,0,1,0,1,9,139,
Hasna Riahi,Tunisia,1,0,0,2,5,1,9,139,
Mati Pentous,Union of Soviet Socialist Republics,0,7,0,0,0,2,9,139,
Karim Benakli,Algeria,1,2,0,4,0,1,8,147,
Giuseppe Russo,Canada,1,7,0,0,0,0,8,147,
Zaharias Bobolakis,Greece,4,0,0,2,0,2,8,147,
Jhandos Halek,Mongolia,7,0,0,0,0,1,8,147,
Battogtokh Tsagaan,Mongolia,6,0,0,1,0,1,8,147,
Kimmo Eriksson,Sweden,1,6,0,0,0,1,8,147,
Georgi Tchilikov,Sweden,7,0,0,0,0,1,8,147,
Marko Janković,Yugoslavia,7,0,0,0,0,1,8,147,
Marko Vojinović,Yugoslavia,1,0,0,4,1,2,8,147,
Ulrike Steinacker,Austria,7,0,0,0,0,0,7,156,
Radek Adamec,Czechoslovakia,0,7,0,0,0,0,7,156,
Ziv Shami,Israel,1,1,0,1,4,0,7,156,
Muhyeddin Bilici,Turkey,7,0,0,0,0,0,7,156,
Omar Sharaoui,Algeria,1,1,0,0,3,1,6,160,
Juan Guillermo Gonzales,Colombia,1,3,0,2,0,0,6,160,
Karel Roiz Wilson,Cuba,2,0,0,3,0,1,6,160,
Adi Levi,Israel,1,1,0,2,1,1,6,160,
Fateh Khiar,Algeria,1,1,0,0,2,1,5,164,
Neiyer Correal Mendoza,Colombia,2,0,0,2,0,1,5,164,
Adrou Bakkali Nouredine,Morocco,1,1,0,3,0,0,5,164,
Pablo Novaes Ledieu,Spain,1,0,0,3,0,1,5,164,
Baatour Mourad,Tunisia,4,0,0,1,0,0,5,164,
Goran Gogić,Yugoslavia,1,0,0,3,0,1,5,164,
Abdelmalik Leblalta,Algeria,2,0,0,0,1,1,4,170,
Olivier Daxhelet,Belgium,0,1,0,0,2,1,4,170,
Jaime Annores Salcendo,Colombia,1,0,0,1,2,0,4,170,
Matti Tienari,Finland,0,0,0,3,0,1,4,170,
Hákon Guðbjartsson,Iceland,1,0,1,2,0,0,4,170,
Emanuele Callegari,Italy,0,1,0,0,2,1,4,170,
Esmail Redha,Kuwait,3,0,0,0,1,0,4,170,
Bouhemou Hassan,Morocco,0,0,0,3,0,1,4,170,
Rune Sundgot,Norway,1,0,0,2,0,1,4,170,
Artur Gibus,Poland,0,0,0,0,0,4,4,170,
Ignacio Gariojo Amilburu,Spain,0,1,0,1,1,1,4,170,
Sidi Mohammed Berrezkellah,Algeria,0,0,0,2,0,1,3,181,
Mauri Vesimäki,Finland,1,1,0,1,0,0,3,181,
Dimitrios Goynopoulos,Greece,0,0,0,0,2,1,3,181,
Laftit Abdelouafi,Morocco,1,1,0,0,0,1,3,181,
Finn Dag Buod,Norway,0,0,0,2,0,1,3,181,
Bjornar G. Tonnesen,Norway,1,0,0,1,0,1,3,181,
Juan Aguaron Joven,Spain,1,0,0,0,1,1,3,181,
Hilmi Ege,Turkey,2,0,0,0,0,1,3,181,
Bart Maximus,Belgium,0,0,0,2,0,0,2,189,
Bart Smets,Belgium,0,1,0,1,0,0,2,189,
Nicos Georgiades,Cyprus,1,1,0,0,0,0,2,189,
Erkki Koivusalo,Finland,1,0,0,1,0,0,2,189,
Kari Lehtinen,Finland,0,1,0,1,0,0,2,189,
Achille Astolfi,Italy,1,0,0,1,0,0,2,189,
Valentina Luridiana,Italy,0,1,0,0,0,1,2,189,
Riccardo Magnolfi,Italy,1,0,0,1,0,0,2,189,
Knut Einar Rosendahl,Norway,1,0,0,0,0,1,2,189,
Anastasia Papageorgiou,Cyprus,1,0,0,0,0,0,1,198,
Hannu Lauri,Finland,1,0,0,0,0,0,1,198,
Ioannis Sinodinos,Greece,0,0,0,0,0,1,1,198,
Abdullah Hussain,Kuwait,1,0,0,0,0,0,1,198,
Muhammad Mujaideli,Kuwait,1,0,0,0,0,0,1,198,
Mustafa Redha,Kuwait,1,0,0,0,0,0,1,198,
Gantuya Badamgarav,Mongolia,0,1,0,0,0,0,1,198,
Kenneth Groosman,Belgium,0,0,0,0,0,0,0,205,
Leonidas Antoniou,Cyprus,0,0,0,0,0,0,0,205,
George Shiamishis,Cyprus,0,0,0,0,0,0,0,205,
Naji Marri,Kuwait,0,0,0,0,0,0,0,205,
Sami Cohen,Turkey,0,0,0,0,0,0,0,205,
