Contestant,Country,P1,P2,P3,P4,P5,P6,Total,Rank,Award
Dragoş Popescu,Romania,4,3,6,0,6,2,21,52,
Pavel Suvorov,Union of Soviet Socialist Republics,0,3,7,6,3,2,21,52,
Patrick Bennett,United Kingdom,5,5,5,1,1,4,21,52,
Donka Pashkuleva,Bulgaria,5,4,1,2,5,3,20,58,
Bohuslav Sivák,Czechoslovakia,5,7,7,0,0,1,20,58,
Rudolf Švarc,Czechoslovakia,5,5,4,2,0,4,20,58,
Krystyna Parczyk,Poland,5,1,7,1,4,2,20,58,
Anthony McIsaac,United Kingdom,0,7,5,0,3,5,20,58,
André Trucy,France,0,4,1,1,7,5,18,63,
Mariusz Koras,Poland,0,7,2,6,3,0,18,63,
Jockum Aniansson,Sweden,0,7,6,1,2,2,18,63,
Alan Trangmar,United Kingdom,2,4,6,2,2,2,18,63,
Nicholas Wedd,United Kingdom,0,4,7,0,7,0,18,63,Special prize
Branislav Sazdović,Yugoslavia,0,7,3,0,7,1,18,63,
Sudory Aviramedin,Mongolia,3,4,2,1,5,2,17,69,
Tahu Kinaiatin,Mongolia,2,1,3,2,6,3,17,69,
Zvonko Čerin,Yugoslavia,1,3,1,5,3,4,17,69,
Eddy Theius,Belgium,5,5,1,1,4,0,16,72,
Arne Blom,Sweden,0,6,5,0,5,0,16,72,
Ulf Persson,Sweden,0,7,7,0,0,2,16,72,
Jan Brinkhuis,Netherlands,1,5,2,1,4,2,15,75,
Dragu Atensiu,Romania,3,4,0,0,5,3,15,75,
Štefan Sakáloš,Czechoslovakia,0,7,6,1,0,0,14,77,
Jean Louchet,France,0,6,5,3,0,0,14,77,
Lars Borg,Sweden,0,4,6,1,1,2,14,77,
Pavol Černek,Czechoslovakia,2,4,2,3,2,0,13,80,
Michel Béra,France,4,4,1,2,1,1,13,80,
Beging Dalsurhghing,Mongolia,1,4,2,0,4,2,13,80,
Minjur Tudevjafîn,Mongolia,0,4,5,0,4,0,13,80,
Andrzej Ruszczyński,Poland,0,0,7,0,5,1,13,80,
Aegle Holkstra,Netherlands,1,4,6,0,0,1,12,85,
Anders Tunevi,Sweden,1,2,2,0,7,0,12,85,
Bengt Lundin,Sweden,2,1,7,0,0,1,11,87,
Pierre Cooman,Belgium,1,4,4,1,0,0,10,88,
Anne-Marie Delsaute,Belgium,1,3,3,2,1,0,10,88,
Bernard Lirola,France,1,7,1,0,0,1,10,88,
Tendvater Sotnomin,Mongolia,1,4,1,1,3,0,10,88,
Aleksander Rusiecki,Poland,0,0,7,0,3,0,10,88,
Branko Mrdjenović,Yugoslavia,0,2,2,1,3,2,10,68,
Pieter Eihgenraam,Netherlands,1,0,4,0,4,0,9,94,
Wojciech Kucharz,Poland,0,4,2,0,1,2,9,94,
Krister Svanberg,Sweden,0,5,1,0,1,2,9,94,
Silvano Monti,France,5,2,0,1,0,0,8,97,
Edward Szafraniec,Poland,1,0,5,0,1,1,8,97,
Bo Jonsson,Sweden,0,0,6,0,2,0,8,97,
Jerzy Garyga,Poland,0,3,4,0,0,0,7,100,
Piet Van Rens,Netherlands,0,0,4,2,0,0,6,101,
Geertrui Troost,Belgium,1,1,1,1,1,0,5,102,
Baudewyn Van de Steene,Belgium,0,3,1,1,0,0,5,102,
Martin Vandervelde,Belgium,1,2,1,0,1,0,5,102,
Alexandre Chwetoff,France,0,1,1,0,2,0,4,105,
Huldorj Balcanjavin,Mongolia,0,0,0,1,3,0,4,105,
Lec Alkema,Netherlands,0,0,2,1,1,0,4,105,
Kees Van der Velden,Netherlands,1,0,2,1,0,0,4,105,
Elisabeth Eeckman,Belgium,0,0,1,2,0,0,3,109,
Philippe Wargnies,Belgium,0,0,1,1,1,0,3,109,
Henk Hutting,Netherlands,0,0,1,0,0,0,1,111,
Jelle Van der Knoop,Netherlands,0,0,0,0,0,0,0,112,
