Contestant,Country,P1,P2,P3,P4,P5,P6,Total,Rank,Award
Ralph Lehmann,German Democratic Republic,5,6,1,6,6,8,32,26,Silver medal
Uwe Quasthoff,German Democratic Republic,5,6,8,6,0,7,32,26,Silver medal
László Sparing,Hungary,5,6,3,6,4,8,32,26,Silver medal
Dan Vuza,Romania,5,4,8,3,6,6,32,26,Silver medal
Michail Gussarov,Union of Soviet Socialist Republics,5,6,8,6,7,0,32,26,Silver medal
David Barton,United States of America,5,6,0,6,7,8,32,26,Silver medal
Thomas Nisonger,United States of America,5,1,8,6,6,5,31,32,Silver medal
Vũ Đình Hoa,Vietnam,5,6,1,6,5,8,31,32,Silver medal
Gábor Kertész,Hungary,5,6,0,5,6,8,30,34,Silver medal
Wolfgang Redtenbacher,Austria,5,1,8,6,7,2,29,35,Bronze medal
Alena Vencovská,Czechoslovakia,5,4,1,6,5,8,29,35,Bronze medal
Nándor Simányi,Hungary,5,6,2,6,2,8,29,35,"Bronze medal, Special prize"
Igor Sivizki,Union of Soviet Socialist Republics,5,6,1,6,3,8,29,35,Bronze medal
Đặng Hoang Trung,Vietnam,5,5,1,5,4,8,28,39,Bronze medal
Jean Claude Sikorav,France,5,2,1,6,5,8,27,40,Bronze medal
Klaus Altmann,German Democratic Republic,5,6,8,6,2,0,27,40,Bronze medal
Reinhardt Schuster,German Democratic Republic,5,5,4,6,5,2,27,40,Bronze medal
Alexandru Buium,Romania,5,1,3,5,5,8,27,40,Bronze medal
Mihnea Colţoiu,Romania,5,6,4,6,4,2,27,40,Bronze medal
Nikolaj Tschernov,Union of Soviet Socialist Republics,5,6,1,5,7,3,27,40,Bronze medal
Antony John Wassermann,United Kingdom,5,5,8,2,1,6,27,40,Bronze medal
Douglas Oman,United States of America,5,4,0,6,4,8,27,40,"Bronze medal, Special prize"
Tạ Hong Quang,Vietnam,5,6,3,6,0,7,27,40,Bronze medal
Péter Prőhle,Hungary,5,6,0,5,2,8,26,49,Bronze medal
Michael David Robert Beasley,United Kingdom,5,6,2,6,7,0,26,49,Bronze medal
Paul Zeitz,United States of America,5,6,7,3,0,5,26,49,Bronze medal
Wilfried Pascher,Austria,5,0,6,6,7,1,25,52,Bronze medal
Vladimir Georgiev,Bulgaria,5,6,8,2,2,2,25,52,Bronze medal
Atanass Naidenov,Bulgaria,0,6,8,4,7,0,25,52,Bronze medal
Paul Herdeg,United States of America,5,1,0,4,7,8,25,52,Bronze medal
Sava Krstić,Yugoslavia,5,6,0,6,0,8,25,52,Bronze medal
Tschavdar Dangaltschev,Bulgaria,5,4,8,6,1,0,24,57,Bronze medal
Kari Vilonen,Finland,5,6,3,6,3,1,24,57,Bronze medal
Jean Baptiste Leblond,France,5,6,0,6,6,1,24,57,Bronze medal
Wiesław Bek,Poland,5,6,0,6,0,7,24,57,Bronze medal
Vasile Pătraşcu,Romania,4,5,8,5,1,1,24,57,Bronze medal
John Edward Cremona,United Kingdom,5,6,3,6,4,0,24,57,Bronze medal
Erich Kaltofen,Austria,5,6,2,3,7,0,23,63,Bronze medal
Günter Kleindl,Austria,5,4,1,6,4,3,23,63,Bronze medal
Manol Iliev,Bulgaria,2,6,3,6,5,1,23,63,Bronze medal
Pavel Kindlmann,Czechoslovakia,5,6,3,6,2,1,23,63,Bronze medal
Georges Welterlin,France,4,0,0,5,7,7,23,63,Bronze medal
Gábor Csuka,Hungary,5,2,1,6,3,6,23,63,Bronze medal
Guido van Rossum,Netherlands,4,6,0,6,7,0,23,63,Bronze medal
Andrzej Turski,Poland,5,5,0,6,7,0,23,63,Bronze medal
Pavle Mladenović,Yugoslavia,5,0,8,5,5,0,23,63,Bronze medal
Jozef Širáň,Czechoslovakia,5,6,1,6,4,0,22,72,
Nils Torsten Jönsson,Sweden,5,0,8,6,0,3,22,72,
Claes Löfgren,Sweden,5,0,7,6,3,1,22,72,
David James Seal,United Kingdom,5,4,0,6,7,0,22,72,
Nguyễn Quoc Thang,Vietnam,5,6,0,4,0,7,22,72,
Patrice Vereycken,France,5,4,0,6,6,0,21,77,
Adrian Păsculescu,Romania,2,4,8,6,1,0,21,77,
Antal Somogyi,Hungary,5,6,0,4,5,0,20,79,
Richard Clive Mason,United Kingdom,3,4,8,2,1,2,20,79,
Darko Šifrer,Yugoslavia,5,4,0,6,4,1,20,79,
Wolfgang Förg - Rob,Austria,3,5,3,6,2,0,19,82,
Bernard ter Haar,Netherlands,5,4,0,5,5,0,19,82,
Jan Nordén,Sweden,5,6,0,6,2,0,19,82,
Igor Ananjevski,Union of Soviet Socialist Republics,5,6,0,6,2,0,19,82,
Miomir Kostić,Yugoslavia,5,4,0,6,0,4,19,82,
Boris Liščević,Yugoslavia,5,6,1,6,0,1,19,82,
Jiří Navrátil,Czechoslovakia,5,6,0,2,5,0,18,88,
Jan Trlifaj,Czechoslovakia,5,6,0,6,0,1,18,88,
Josef Voldřich,Czechoslovakia,5,6,0,6,0,1,18,88,
Klaus Sjöblom,Finland,5,0,0,6,6,1,18,88,
Ireneusz Maciaszczyk,Poland,5,6,1,4,1,1,18,88,
Per Salberger,Sweden,5,6,0,5,2,0,18,88,
Herwig Hauser,Austria,5,2,2,5,1,2,17,94,
Rumen Angelov,Bulgaria,5,5,1,6,0,0,17,94,
Hantsje Zantema,Netherlands,5,1,0,6,5,0,17,94,
Marek Lewkowicz,Poland,5,6,0,6,0,0,17,94,
Michael Allan Gray,United Kingdom,4,6,0,6,0,1,17,94,
Lubomír Balanda,Czechoslovakia,5,4,0,6,1,0,16,99,
Andrzej Borzyszkowski,Poland,5,2,0,6,2,1,16,99,
Jan Dereziński,Poland,5,0,8,3,0,0,16,99,
Constantin Balasanian,Romania,2,1,8,2,2,1,16,99,
Örjan Smedby,Sweden,5,4,1,6,0,0,16,99,
Ramiro Ochoa Julve,Cuba,3,0,0,2,5,5,15,104,
Osmo-Jukka Kanerva,Finland,4,4,0,6,0,1,15,104,
Juha Nummipuro,Finland,5,0,0,6,4,0,15,104,
Michael Philip Allen,United Kingdom,5,0,0,6,4,0,15,104,
Ivan Velev,Bulgaria,5,3,0,6,0,0,14,108,
Michael Valášek,Czechoslovakia,5,1,1,6,0,1,14,108,
Jean Marc Drezet,France,5,0,0,6,3,0,14,108,
Sarah Maria Duyos,Cuba,5,0,0,5,2,1,13,111,
Jorma Rantakivi,Finland,5,0,0,6,1,1,13,111,
Tschmdin Enchbat,Mongolia,3,4,0,4,1,1,13,111,
Björn Danielsson,Sweden,2,4,0,6,1,0,13,111,
Johannes Taubenheim,German Democratic Republic,5,3,0,3,0,1,12,115,
Jacobus Cornelis Groeneveld,Netherlands,5,0,0,6,1,0,12,115,
Piotr Syryczyński,Poland,5,0,1,6,0,0,12,115,
Jan Krzysztof Węgrzyn,Poland,5,6,1,0,0,0,12,115,
Constantin Cocea,Romania,5,0,3,4,0,0,12,115,
Angel Perez,Cuba,5,1,1,2,1,1,11,120,
Tapani Matala - Aho,Finland,5,3,0,2,0,1,11,120,
Simo Vuorinen,Finland,5,0,0,6,0,0,11,120,
Paglatshaw Altanzog,Mongolia,3,3,0,3,1,1,11,120,
Eric Jan van der Marel,Netherlands,4,0,0,5,1,1,11,120,
Antonie Wijnand Frederik Rutgers,Netherlands,5,0,0,6,0,0,11,120,
Peter Christiaan Schmale,Netherlands,5,0,0,6,0,0,11,120,
Kostadin Nedelchev Koruchev,Bulgaria,5,0,0,5,0,0,10,127,
Enrique Marill,Cuba,5,0,0,4,1,0,10,127,
Patrice Castel,France,5,1,0,4,0,0,10,127,
Daschdabaa Amgalan,Mongolia,4,1,0,2,1,2,10,127,
Jose Anta,Cuba,3,0,0,4,1,0,8,131,
Tschoimpegyn Bat,Mongolia,2,2,0,4,0,0,8,131,
Ratschagin Odnjan,Mongolia,5,1,0,0,1,1,8,131,
Jos van der Hijden,Netherlands,5,0,0,3,0,0,8,131,
Alberto Juan León Escobio,Cuba,0,0,0,3,3,0,6,135,
Damdingyn Batdelger,Mongolia,2,0,0,2,1,0,5,136,
Serenchumgyn Tschargalsaichan,Mongolia,0,1,0,3,0,1,5,136,
Kimmo Friman,Finland,0,0,0,3,1,0,4,138,
Alfredo Bollar,Cuba,1,1,0,0,0,0,2,139,
Denzengyn Boldnjam,Mongolia,0,0,0,0,0,0,0,140,
