Contestant,Country,P1,P2,P3,P4,P5,P6,Total,Rank,Award
Chu Gia Vượng Nguyễn,Vietnam,7,7,4,7,3,2,30,28,Gold medal
Borislav Deianov,Bulgaria,7,2,1,5,7,7,29,36,Silver medal
Iasen P. Siderov,Bulgaria,2,2,5,7,7,6,29,36,Silver medal
Mohammed-Reza Razvaan,Islamic Republic of Iran,7,3,0,7,7,5,29,36,Silver medal
Valentin Dimitrov,Bulgaria,7,6,3,3,7,2,28,39,Silver medal
Augustin M. Marinov,Bulgaria,7,5,0,3,7,6,28,39,Silver medal
Chung-Chieh Shan,Taiwan,7,1,3,3,7,7,28,39,Silver medal
Shin-Sheng Yuan,Taiwan,7,7,7,4,1,2,28,39,Silver medal
Tom Fisher,United Kingdom,1,1,7,5,7,7,28,39,Silver medal
William Hart,Australia,7,7,0,6,7,0,27,44,Silver medal
Gerald Hörhan,Austria,7,7,0,6,7,0,27,44,Silver medal
Manuel Moos,Germany,7,0,0,6,7,7,27,44,Silver medal
Martin Niepel,Slovakia,7,7,0,4,2,7,27,44,Silver medal
Luke Pebody,United Kingdom,1,4,6,4,7,5,27,44,Silver medal
Oren Nechushtan,Israel,1,6,3,3,7,6,26,49,Silver medal
Satoru Takahashi,Japan,7,0,7,3,4,5,26,49,Silver medal
Chien-Chang Tzeng,Taiwan,7,5,0,5,7,2,26,49,Silver medal
Vahe Poladian,Armenia,1,2,7,6,7,2,25,52,Silver medal
Stanislav Sobolevsky,Belarus,7,0,6,4,6,2,25,52,Silver medal
Vít Novák,Czech Republic,7,0,4,5,3,6,25,52,Silver medal
Kaustubh Namjoshi,India,7,2,0,7,7,2,25,52,Silver medal
Avishai Vanunu,Israel,6,2,1,4,7,5,25,52,Silver medal
Andrei Biryuk,Russian Federation,7,2,0,2,7,7,25,52,Silver medal
Sergei Saprikin,Ukraine,0,7,7,5,4,2,25,52,Silver medal
Robert Šámal,Czech Republic,7,2,0,7,5,3,24,59,Silver medal
Jan-Christoph Puchta,Germany,1,2,0,7,7,7,24,59,Silver medal
Sambuddha Roy,India,0,7,0,5,6,6,24,59,Silver medal
Sang-Hyun Kim,Republic of Korea,7,7,0,1,7,2,24,59,Silver medal
Gabriel Mititica,Romania,0,7,4,4,7,2,24,59,Silver medal
Denis Dudko,Ukraine,0,2,7,5,6,4,24,59,Silver medal
Bùi Anh Văn,Vietnam,7,7,0,5,5,0,24,59,Silver medal
Arvind Sankar,India,7,7,0,2,2,5,23,66,Silver medal
Łukasz Wiechecki,Poland,7,1,6,3,4,2,23,66,Silver medal
Joon Hong Park,Republic of Korea,7,7,1,2,4,2,23,66,Silver medal
Pavol Martoň,Slovakia,0,2,7,5,7,2,23,66,Silver medal
Wei Hwa Huang,United States of America,0,2,7,4,7,3,23,66,Silver medal
Truong Ba Tu,Vietnam,7,7,0,5,4,0,23,66,Silver medal
Phạm Hong Kien,Vietnam,0,7,0,7,7,2,23,66,Silver medal
Naoki Sato,Canada,6,7,0,3,4,2,22,73,Silver medal
Janko Hernandez Cortes,Cuba,7,7,0,5,3,0,22,73,Silver medal
Ádám Szeidl,Hungary,7,2,0,4,7,2,22,73,Silver medal
Amit Chakrabarti,India,7,2,0,4,7,2,22,73,Silver medal
Omraan Ahmadi Darvishv,Islamic Republic of Iran,7,3,0,3,7,2,22,73,Silver medal
Han Saem Yoon,Republic of Korea,1,7,5,0,7,2,22,73,Silver medal
Andrew Yan-Tak Ng,Singapore,7,0,5,3,7,0,22,73,Silver medal
Christian Wuthrich,Switzerland,7,0,4,1,6,4,22,73,Silver medal
Tamer Kahveci,Turkey,1,6,2,5,5,3,22,73,Silver medal
Stephen Wang,United States of America,7,2,0,2,7,4,22,73,Silver medal
Luis Silvestre,Argentina,7,2,0,7,5,0,21,83,Silver medal
Frank Calegari,Australia,7,0,3,1,7,3,21,83,Silver medal
Christophe Bonnard,France,1,2,5,1,7,5,21,83,Silver medal
Afshin Abdollaahi,Islamic Republic of Iran,7,0,0,4,7,3,21,83,Silver medal
Alexander Averjanov,Kazakhstan,7,0,4,3,4,3,21,83,Silver medal
Marcin Bortnik,Poland,7,0,7,1,4,2,21,83,Silver medal
Oskar Malm,Sweden,0,6,4,2,7,2,21,83,Silver medal
To Huy Quynh,Vietnam,7,7,0,4,1,2,21,83,Silver medal
No Netterstrøm,Denmark,7,0,5,0,6,2,20,91,Silver medal
Irakli Nadiradze,Georgia,6,7,4,1,2,0,20,91,Silver medal
Tsukasa Shibue,Japan,0,4,0,7,4,5,20,91,Silver medal
Ainārs Galvāns,Latvia,7,0,1,0,7,5,20,91,Silver medal
Valdis Kauķis,Latvia,7,0,0,0,6,7,20,91,Silver medal
Laurent Berger,Luxembourg,7,3,0,7,3,0,20,91,Silver medal
Adrian Clinger,Romania,7,2,2,6,3,0,20,91,Silver medal
Andrej Zlatoš,Slovakia,7,2,0,0,7,4,20,91,Silver medal
Antonio Rojas Leon,Spain,7,3,0,7,3,0,20,91,Silver medal
Yu-Chang Huang,Taiwan,7,1,0,3,4,5,20,91,Silver medal
Catriona Frances Maclean,United Kingdom,7,0,7,0,6,0,20,91,Silver medal
Pablo Emanuel,Brazil,1,7,3,2,5,1,19,102,Bronze medal
Edward Leung,Canada,6,4,0,2,4,3,19,102,Bronze medal
Federico Ardila Mantilla,Colombia,1,6,0,7,3,2,19,102,Bronze medal
Michal Brodský,Czech Republic,2,2,1,7,4,3,19,102,Bronze medal
Zharas Bajdelʻdinov,Kazakhstan,6,0,1,7,5,0,19,102,Bronze medal
Eun Soo Lee,Republic of Korea,1,4,0,4,3,7,19,102,Bronze medal
Dragos-Nicola Oprea,Romania,7,7,0,1,4,0,19,102,Bronze medal
Daniel Štefankovič,Slovakia,0,0,6,0,7,6,19,102,Bronze medal
Murat Atlamaz,Turkey,2,7,0,3,3,4,19,102,Bronze medal
Theresia Eisenkölbl,Austria,7,2,0,1,6,2,18,111,Bronze medal
Ahmadov Anar Sahiboğlu,Azerbaijan,6,2,0,6,4,0,18,111,Bronze medal
Alex Lee,Canada,0,5,0,2,6,5,18,111,Bronze medal
Alf Angel Onshuus Nino,Colombia,6,1,0,2,6,3,18,111,Bronze medal
Gani Nazirov,Kazakhstan,1,0,5,2,7,3,18,111,Bronze medal
Wyant S. Chan,Philippines,0,7,1,4,3,3,18,111,Bronze medal
Ioan Bejenaru,Romania,7,2,0,5,2,2,18,111,Bronze medal
Ching-I Huang,Taiwan,7,2,0,0,7,2,18,111,Bronze medal
Vladimir Filkov,The former Yugoslav Republic of Macedonia,0,3,2,7,4,2,18,111,Bronze medal
Jeremy Bem,United States of America,7,1,1,1,4,4,18,111,Bronze medal
Tim Chklovski,United States of America,1,2,0,5,7,3,18,111,Bronze medal
William Hawkins,Australia,7,3,0,3,4,0,17,122,Bronze medal
Rupert McCallum,Australia,7,2,1,0,5,2,17,122,Bronze medal
Ondřej Klíma,Czech Republic,1,0,4,7,1,4,17,122,Bronze medal
Bjarne Knudsen,Denmark,0,0,7,2,6,2,17,122,Bronze medal
Vakhtang Tsiskaridze,Georgia,1,2,1,1,7,5,17,122,Bronze medal
Kwong Shing Lin,Hong Kong,0,4,0,4,4,5,17,122,Bronze medal
Hossein Movaasaati,Islamic Republic of Iran,0,3,4,1,7,2,17,122,Bronze medal
Dmitry Panov,Russian Federation,0,7,0,5,5,0,17,122,Bronze medal
Vladislav Pykovsky,Ukraine,0,7,0,0,7,3,17,122,Bronze medal
Alexander Paseau,United Kingdom,7,0,1,2,7,0,17,122,Bronze medal
Phạm Chung Thủy,Vietnam,6,7,0,1,1,2,17,122,Bronze medal
Tanja Okatova,Belarus,1,7,0,3,1,4,16,133,Bronze medal
Kevin Purbhoo,Canada,0,7,0,2,7,0,16,133,Bronze medal
Giorgi Kovalenko,Georgia,7,2,0,5,2,0,16,133,Bronze medal
Maxim Iorch,Israel,0,3,4,7,0,2,16,133,Bronze medal
Takashi Itou,Japan,0,0,7,0,7,2,16,133,Bronze medal
Sh. Erdenebat,Mongolia,3,7,1,2,3,0,16,133,Bronze medal
Jitse Niesen,Netherlands,7,0,0,2,7,0,16,133,Bronze medal
Piotr Korzniakow,Poland,0,2,4,2,3,5,16,133,Bronze medal
Hoe Teck Wee,Singapore,1,3,0,5,7,0,16,133,Bronze medal
Korakot Chaovavanich,Thailand,0,2,4,4,4,2,16,133,Bronze medal
Carlos Alberto Vargas Cruz,Colombia,1,2,1,1,7,3,15,143,Bronze medal
Leonel Robert Gonzalez,Cuba,0,7,0,6,0,2,15,143,Bronze medal
Marcela Hlawiczková,Czech Republic,1,7,0,0,7,0,15,143,Bronze medal
Francis Corson,France,7,0,0,0,3,5,15,143,Bronze medal
Kartik A. Prasanna,India,1,2,0,0,7,5,15,143,Bronze medal
Sung Teak Jung,Republic of Korea,1,4,0,1,5,4,15,143,Bronze medal
Mitja Mastnak,Slovenia,1,0,0,7,7,0,15,143,Bronze medal
Alistair Flutter,United Kingdom,7,0,1,1,6,0,15,143,Bronze medal
Bernardo Uribe Jongbloed,Colombia,1,2,0,4,2,5,14,151,Bronze medal
Giorgi Khutsishvili,Georgia,7,2,0,3,2,0,14,151,Bronze medal
Tzs Ho Chan,Hong Kong,1,7,0,3,3,0,14,151,Bronze medal
Francesco Morandin,Italy,7,0,0,1,6,0,14,151,Bronze medal
Teruyoshi Yoshida,Japan,0,0,0,6,4,4,14,151,Bronze medal
Aibatyr Zhumagulov,Kazakhstan,0,4,0,4,6,0,14,151,Bronze medal
Hatim Marouane,Morocco,7,0,0,3,4,0,14,151,Bronze medal
Andrew Firth,New Zealand,1,2,0,5,6,0,14,151,Bronze medal
António Manuel Salgueiro,Portugal,7,2,0,0,5,0,14,151,Bronze medal
Siu Taur Pang,Singapore,0,0,0,1,6,7,14,151,Bronze medal
Martin Szew,Argentina,1,5,0,4,3,0,13,161,Bronze medal
Simon Schwarz,Australia,0,3,0,7,3,0,13,161,Bronze medal
Frederic Bourgeois,Belgium,1,1,0,3,7,1,13,161,Bronze medal
Jesper Østergaard Jensen,Denmark,1,2,0,3,3,4,13,161,Bronze medal
Frederik Schaffalitzky,Denmark,6,0,0,0,5,2,13,161,Bronze medal
Peeter Laud,Estonia,0,0,3,2,6,2,13,161,Bronze medal
Chi Wai Lam,Hong Kong,1,7,0,0,4,1,13,161,Bronze medal
Kevin McGerty,Ireland,1,1,1,0,5,5,13,161,Bronze medal
Mark Goldschmidt,Israel,0,0,0,5,6,2,13,161,Bronze medal
Iacopo Carusotto,Italy,1,2,0,2,6,2,13,161,Bronze medal
Kokoro Ikeda,Japan,7,0,0,2,2,2,13,161,Bronze medal
Ron Dror,Norway,0,1,3,2,5,2,13,161,Bronze medal
Håvard Larsen,Norway,1,0,3,3,4,2,13,161,Bronze medal
Dano Kim,Republic of Korea,7,2,0,0,4,0,13,161,Bronze medal
Hasan Fehmi Ateş,Turkey,6,2,0,3,2,0,13,161,Bronze medal
Clemens Heuberger,Austria,1,1,0,3,7,0,12,176,Bronze medal
Andreas Ipp,Austria,0,2,0,4,4,2,12,176,Bronze medal
Christofer Tautermann,Austria,0,1,0,7,2,2,12,176,Bronze medal
Mak Trifković,Bosnia and Herzegovina,1,7,0,0,4,0,12,176,Bronze medal
Miroslav Jurišić,Croatia,0,2,1,2,7,0,12,176,Bronze medal
Ka Hing Tsui,Hong Kong,1,5,0,3,1,2,12,176,Bronze medal
Gábor Marx,Hungary,0,3,7,0,2,0,12,176,Bronze medal
Ákos Német,Hungary,1,1,0,3,7,0,12,176,Bronze medal
Radu Saghin,Romania,1,2,0,5,2,2,12,176,Bronze medal
Chan Vee Chong,Singapore,0,2,0,1,2,7,12,176,Bronze medal
Pichai Kriangsakcharoe,Thailand,1,4,0,4,1,2,12,176,Bronze medal
Nasko Karamanov,The former Yugoslav Republic of Macedonia,0,2,0,0,3,7,12,176,Bronze medal
Armands Lazdiņš,Latvia,0,0,0,3,6,2,11,188,Bronze medal
Julio César Aguilar Cabrera,Mexico,1,0,4,5,1,0,11,188,Bronze medal
Bonnie Law,New Zealand,0,5,0,0,1,5,11,188,Bronze medal
Marko Krajnc,Slovenia,0,0,0,2,2,7,11,188,Bronze medal
Alvaro Begue Aguado,Spain,0,0,0,0,7,4,11,188,Bronze medal
Marcus Better,Sweden,0,2,0,0,7,2,11,188,Bronze medal
Joachim Krieger,Switzerland,4,0,0,3,2,2,11,188,Bronze medal
Aleksandar Blazevski,The former Yugoslav Republic of Macedonia,0,6,0,2,1,2,11,188,Bronze medal
Maxim Moklyak,Ukraine,0,0,0,0,4,7,11,188,Bronze medal
Dmitry Shklyarov,Ukraine,5,0,0,6,0,0,11,188,Bronze medal
Chuan Tze Teo,United Kingdom,1,0,4,3,2,1,11,188,Bronze medal
Xavier Hainaut,Belgium,1,0,0,2,7,0,10,199,Honourable mention
Didier Smets,Belgium,0,2,0,4,3,1,10,199,
Reinaldo Penharrubia Fagundes,Brazil,1,0,0,0,7,2,10,199,Honourable mention
Felipe Bonfim Ferreira,Brazil,0,2,3,2,1,2,10,199,
Neven Grbac,Croatia,1,2,0,6,1,0,10,199,
Marc de Crisenoy,France,0,4,0,3,3,0,10,199,
Alessandra Faggionato,Italy,1,3,0,0,6,0,10,199,
Bolot Kerimbaev,Kyrgyzstan,2,0,0,4,2,2,10,199,
Ģirts Linde,Latvia,0,7,0,2,1,0,10,199,Honourable mention
Aleksandras Gutmanas,Lithuania,1,1,0,0,3,5,10,199,
Koen Claessen,Netherlands,0,0,0,2,6,2,10,199,
Gourgen Assatrian,Armenia,1,2,0,4,2,0,9,210,
Artem Shvorin,Belarus,2,0,0,2,1,4,9,210,
Paulo José Bonfim Gomes Rodrigues,Brazil,1,0,0,1,7,0,9,210,Honourable mention
Luis Santiago Moreno,Cuba,0,7,0,1,1,0,9,210,Honourable mention
Fai Yung,Hong Kong,1,0,0,0,7,1,9,210,Honourable mention
Bjarni Halldórsson,Iceland,1,0,0,0,5,3,9,210,
Eoghan Flanagan,Ireland,0,0,1,0,3,5,9,210,
Agnese Callegari,Italy,1,0,0,5,3,0,9,210,
Masahiko Shinozaki,Japan,1,0,0,0,6,2,9,210,
Suyunbek Ibraev,Kyrgyzstan,2,2,0,3,2,0,9,210,
Thorsten Gragert,Netherlands,0,1,4,0,2,2,9,210,
Roland Oechslin,Switzerland,0,2,0,4,3,0,9,210,
Hüseyin Cahit Akın,Turkey,0,2,0,4,3,0,9,210,
Kerem Limon,Turkey,0,4,0,2,3,0,9,210,
Itır Moğultay,Turkey,0,2,0,1,2,4,9,210,
Rahim Huseynov Isakoğlu,Azerbaijan,0,2,1,3,1,1,8,225,
Anne Verhulst,Belgium,1,0,0,1,3,3,8,225,
Douglas Vasconcelos Cancherini,Brazil,1,0,1,3,3,0,8,225,
Stevanus Marchelius,Indonesia,1,2,0,2,2,1,8,225,
John Sullivan,Ireland,1,0,0,2,5,0,8,225,
Mohammed Kamal Benziane,Morocco,7,0,0,0,1,0,8,225,Honourable mention
Mohammed Rida Laraki,Morocco,0,0,0,7,1,0,8,225,Honourable mention
Kevin Backhouse,Netherlands,0,0,0,3,3,2,8,225,
Marcus Martina,Netherlands,0,0,1,0,7,0,8,225,Honourable mention
Leszek Winniczuk,Poland,0,0,0,7,1,0,8,225,Honourable mention
Tiago Castro Ribeiro,Portugal,0,0,4,1,1,2,8,225,
Andrej Srakar,Slovenia,0,0,0,1,7,0,8,225,Honourable mention
Brian Shand,South Africa,0,2,1,3,2,0,8,225,
Nuttapon Sujijuntararut,Thailand,0,2,0,6,0,0,8,225,
Ricardo Ambrose,Trinidad and Tobago,6,0,0,0,1,1,8,225,
Sergey Stanko,Ukraine,0,0,0,0,6,2,8,225,
Jan de Merlier,Belgium,1,2,0,1,3,0,7,241,
Adriaan Herremans,Belgium,0,2,0,0,3,2,7,241,
Omar Enrique Orejuella Camach,Colombia,1,0,0,0,1,5,7,241,
Kirsten Rosenkilde Kristensen,Denmark,0,1,4,0,1,1,7,241,
Edith Elkind,Estonia,0,2,0,2,3,0,7,241,
Ilkka Alasaarela,Finland,0,2,0,0,5,0,7,241,
Juha Lemmetti,Finland,0,0,0,0,3,4,7,241,
Lari Rajantie,Finland,1,3,1,1,0,1,7,241,
Joel Los,France,1,0,0,2,4,0,7,241,
David Gabelaia,Georgia,0,0,0,0,7,0,7,241,Honourable mention
Daníel F. Guðbjartsson,Iceland,1,0,0,0,3,3,7,241,
Shobit Sonakiya,India,0,2,0,4,1,0,7,241,
Davide Pagnin,Italy,0,0,4,0,3,0,7,241,
Eduards Mihelovičs,Latvia,0,2,0,1,2,2,7,241,
Dalia Nemeiksyte,Lithuania,1,0,4,1,1,0,7,241,
Ka Veng Yuen,Macau,1,1,0,5,0,0,7,241,
Mohammed Amine Ouadhiri,Morocco,0,0,0,3,4,0,7,241,
Freek Dijkstra,Netherlands,0,0,3,1,1,2,7,241,
Tore Skaug,Norway,0,1,3,0,3,0,7,241,
Dorin Cheptea,Republic of Moldova,0,3,0,0,3,1,7,241,
Choon Siang Tan,Singapore,0,0,0,3,2,2,7,241,
Marek Mačuha,Slovakia,0,2,0,0,3,2,7,241,
Hilton Lange,South Africa,0,0,0,1,2,4,7,241,
Andreas Isacsson,Sweden,1,0,0,4,2,0,7,241,
Tigran Sedrakian,Armenia,0,2,0,3,1,0,6,265,
Andreas Knappe,Austria,0,0,0,2,2,2,6,265,
Dario Andres Monroy Penuela,Colombia,0,1,1,2,2,0,6,265,
Kaarlo Väisänen,Finland,0,2,0,0,4,0,6,265,
Nurgul Ukueva,Kyrgyzstan,0,2,0,0,2,2,6,265,
Paulius Cerka,Lithuania,0,1,1,0,3,1,6,265,
Mindaugas Kavaliauskas,Lithuania,0,3,0,0,3,0,6,265,
Aiste Mackeviciute,Lithuania,0,1,0,3,2,0,6,265,
Aidas Sapnagis,Lithuania,1,0,0,4,1,0,6,265,
Hassan El Hadi,Morocco,1,2,0,3,0,0,6,265,
Jamal El Ouafi,Morocco,0,2,0,3,1,0,6,265,
Todd Nicholson,New Zealand,0,3,1,0,2,0,6,265,
Jan Marius Evang,Norway,1,0,3,0,1,1,6,265,
Andrzej Komisarski,Poland,0,3,0,0,3,0,6,265,
Oleg Alexandrov,Republic of Moldova,0,2,0,1,3,0,6,265,
Sergiu Rata,Republic of Moldova,0,0,0,0,3,3,6,265,
Petra Ipavec,Slovenia,0,1,0,0,3,2,6,265,
Mark Nicholas Berman,South Africa,1,0,0,2,1,2,6,265,
Geoff Lee Seyon,Trinidad and Tobago,1,0,0,2,3,0,6,265,
Gjergji Guri,Albania,0,0,0,4,1,0,5,284,
Agustin Bompadre,Argentina,0,0,0,0,1,4,5,284,
Vardgues Levonian,Armenia,0,0,0,3,1,1,5,284,
Ali Al Yusuf,Bahrain,0,2,0,0,3,0,5,284,
Ailin Ruiz de Zarate,Cuba,0,0,0,0,3,2,5,284,
Simo Suhonen,Finland,1,0,0,3,1,0,5,284,
Avtandil Gachechiladze,Georgia,0,2,0,3,0,0,5,284,
Hoi Pan Chu,Hong Kong,0,0,0,4,1,0,5,284,
Simon O'Callaghan,Ireland,0,0,0,0,1,4,5,284,
Roman Kriven,Kazakhstan,1,0,0,0,1,3,5,284,
Ēriks Dobelis,Latvia,0,0,3,0,0,2,5,284,
Lai U Choi,Macau,1,1,0,3,0,0,5,284,
Lucía López de Medrano Álvarez,Mexico,0,2,0,0,3,0,5,284,
Brendan Riley,New Zealand,0,0,0,2,3,0,5,284,
Malcolm Taylor,New Zealand,0,0,0,0,3,2,5,284,
Lise Heier,Norway,0,2,0,0,2,1,5,284,
Alfonso P. Gonzales III,Philippines,0,2,0,0,2,1,5,284,
Rui Carpenter,Portugal,0,0,0,0,4,1,5,284,
Irina Savcenco,Republic of Moldova,0,2,0,3,0,0,5,284,
Richard Schneider,South Africa,1,0,0,3,1,0,5,284,
Stefan Burström,Sweden,0,2,0,0,2,1,5,284,
Lars Edberg,Sweden,0,2,0,0,3,0,5,284,
Kritsakorn Luangvilai,Thailand,0,2,0,2,1,0,5,284,
Ravindra Maharaj,Trinidad and Tobago,0,2,0,0,3,0,5,284,
Shiva Sandy,Trinidad and Tobago,0,2,0,0,3,0,5,284,
Esen Özaydın,Turkish Republic of Northern Cyprus,0,0,2,0,3,0,5,284,
Begench Shamyev,Turkmenistan,1,0,0,3,1,0,5,284,
Mirela Ciperiani,Albania,0,0,0,2,2,0,4,311,
Abderahmane Djilali Sayah,Algeria,0,0,0,3,1,0,4,311,
Said Ladjel,Algeria,1,1,0,0,2,0,4,311,
Lucas Hergert,Argentina,0,1,0,0,3,0,4,311,
Memmedov Namıq Veliagaoğlu,Azerbaijan,0,0,0,4,0,0,4,311,
Khaled Al-Sheha,Bahrain,0,0,0,0,3,1,4,311,
Vadim Ivanovich,Belarus,0,0,2,1,1,0,4,311,
Daniel Augusto T. Vanzella,Brazil,0,0,0,3,1,0,4,311,
Peter Dukes,Canada,0,0,1,1,1,1,4,311,
Danijel Kopčinović,Croatia,0,2,0,2,0,0,4,311,
Mario Krnić,Croatia,0,2,0,2,0,0,4,311,
Vladimir Kutšmei,Estonia,0,2,0,0,1,1,4,311,
Kati Metsalu,Estonia,0,0,0,3,1,0,4,311,
Bergþór Björgvinsson,Iceland,0,1,0,0,3,0,4,311,
Hesham Al-Obaid,Kuwait,0,0,0,2,2,0,4,311,
Khaleefa Al-Sabah,Kuwait,0,0,0,2,2,0,4,311,
Shun Yin Chu,Macau,0,0,0,2,1,1,4,311,
Chi Man Lei,Macau,1,0,0,0,0,3,4,311,
Enrique Cetina Canúl,Mexico,0,0,0,3,1,0,4,311,
B. Togtoh,Mongolia,0,0,0,2,2,0,4,311,
Tomasz Schreiber,Poland,0,0,0,0,3,1,4,311,
Nelson Sousa,Portugal,0,0,0,3,1,0,4,311,
Swee Heng Ian,Singapore,0,0,0,3,1,0,4,311,
Miguel Carrion Alvarez,Spain,1,0,0,0,3,0,4,311,
Jonathan Möller,Switzerland,0,0,0,2,0,2,4,311,
Kavita Baball,Trinidad and Tobago,0,0,0,0,3,1,4,311,
Halil Fikretler,Turkish Republic of Northern Cyprus,0,0,1,1,1,1,4,311,
Gurbansahat Gurbansahatov,Turkmenistan,0,0,0,2,2,0,4,311,
Pirro Bracka,Albania,0,1,0,0,1,1,3,339,
Jonada Rapo,Albania,0,0,0,2,1,0,3,339,
Vagan Keropian,Armenia,0,0,0,0,3,0,3,339,
Hugo de La Cruz Canc,Cuba,0,0,0,2,1,0,3,339,
Alfreð Hauksson,Iceland,0,0,0,0,3,0,3,339,
Charles ?,Indonesia,0,2,0,0,1,0,3,339,
Feilim MacGabhann,Ireland,0,0,0,1,1,1,3,339,
David Beilis,Israel,1,2,0,0,0,0,3,339,
Daulet Turetaev,Kazakhstan,0,2,0,0,1,0,3,339,
Shathour Al-Guname,Kuwait,0,2,0,1,0,0,3,339,
Chi Hou Lao,Macau,0,0,0,3,0,0,3,339,
Tyrel R. Tugade,Philippines,0,0,0,3,0,0,3,339,
May T. Lim,Philippines,0,0,0,0,3,0,3,339,
João Silva,Portugal,1,0,0,0,0,2,3,339,
Vladimir Chirchin,Republic of Moldova,0,2,1,0,0,0,3,339,
Iztok Kavkler,Slovenia,1,0,0,0,0,2,3,339,
David Castell Burgale,Spain,0,1,0,2,0,0,3,339,
David Sevilla Gonzalez,Spain,1,0,0,0,2,0,3,339,
Woradat Pattayawun,Thailand,0,2,0,0,1,0,3,339,
Phaisarn Techajaruwong,Thailand,0,0,0,0,3,0,3,339,
Yılhan Seçkiner,Turkish Republic of Northern Cyprus,0,0,0,0,3,0,3,339,
Gjergji Sugari,Albania,0,0,0,0,0,2,2,360,
Matilde Lalin,Argentina,1,0,0,0,1,0,2,360,
Memmedov Bayram Nizamioğlu,Azerbaijan,1,0,1,0,0,0,2,360,
Hanan Al-Aradi,Bahrain,0,1,0,0,1,0,2,360,
Fatima Ali,Bahrain,0,0,0,0,1,1,2,360,
Rafeeg Ali,Bahrain,0,0,0,0,1,1,2,360,
Amila Jamak,Bosnia and Herzegovina,0,0,0,1,1,0,2,360,
Natalia Kuljiš,Croatia,0,0,0,2,0,0,2,360,
Erwin Mina Diaz,Cuba,0,1,0,0,1,0,2,360,
Pernille Overby,Denmark,0,0,1,0,1,0,2,360,
Mart Abel,Estonia,0,0,0,0,1,1,2,360,
Sutriati ?,Indonesia,0,0,0,0,2,0,2,360,
Antony Pranata,Indonesia,0,0,0,0,1,1,2,360,
Abdulaziz Qasem,Kuwait,1,0,0,1,0,0,2,360,
Horeyay Sarkhoh,Kuwait,0,0,0,1,1,0,2,360,
Evgeniy Wainberg,Kyrgyzstan,0,0,0,0,1,1,2,360,
Juan Daniel Reyes Pérez,Mexico,1,0,0,0,1,0,2,360,
Ch. Baasandorj,Mongolia,1,0,0,0,1,0,2,360,
M. Itgel,Mongolia,1,0,0,0,1,0,2,360,
Evan Barlow,New Zealand,0,0,0,0,1,1,2,360,
Glen C. Ong,Philippines,0,0,0,2,0,0,2,360,
Benedict L. Chan,Philippines,0,1,0,0,1,0,2,360,
Ecaterina Castravet,Republic of Moldova,0,0,0,1,1,0,2,360,
Ryan Benjamin,South Africa,0,1,0,0,0,1,2,360,
