Contestant,Country,P1,P2,P3,P4,P5,P6,Total,Rank,Award
Maciej Lewenstein,Poland,6,0,0,5,6,0,17,66,Bronze medal
Andrzej Strojnowski,Poland,0,6,0,4,6,0,16,69,
Nicolae Buruiană,Romania,2,0,8,0,6,0,16,69,
Siniša Vrećica,Yugoslavia,5,0,2,3,6,0,16,69,
Marc Shoenaver,France,0,0,8,1,6,0,15,72,
Wim Ruitenburg,Netherlands,6,6,0,3,0,0,15,72,
Claes Löfgren,Sweden,2,6,0,5,0,2,15,72,
Malcolm Keith Sparrow,United Kingdom,2,0,5,3,0,5,15,72,
Alfred Moser,Austria,6,0,2,4,2,0,14,76,
Kraemir Markov,Bulgaria,1,0,6,6,1,0,14,76,
Rumen Marshov,Bulgaria,6,0,2,6,0,0,14,76,
Atanass Naidenov,Bulgaria,0,0,8,0,6,0,14,76,
Imrich Vrťo,Czechoslovakia,2,0,8,4,0,0,14,76,
Eric Menting,Netherlands,0,4,1,4,5,0,14,76,
Sava Krstić,Yugoslavia,0,0,8,6,0,0,14,76,
Helmut Roßmann,German Democratic Republic,6,0,1,6,0,0,13,83,
Zbavko Slavov,Bulgaria,0,0,1,6,5,0,12,84,
Petr Slačálek,Czechoslovakia,2,0,4,5,1,0,12,84,
Markku Lehtinen,Finland,1,6,1,0,4,0,12,84,
Luvsandagva Enkhtaivan,Mongolia,1,6,1,3,1,0,12,84,
Frans Cornelis,Netherlands,1,6,0,5,0,0,12,84,
Karel Horák,Czechoslovakia,0,0,6,4,1,0,11,89,
Mihai Nişulescu,Romania,6,0,0,5,0,0,11,89,
Gudrun Brattström,Sweden,0,0,0,5,6,0,11,89,
Per-Anders Lindqvist,Sweden,0,0,0,5,6,0,11,89,
Helmut Grassinger,Austria,0,0,4,6,0,0,10,93,
Tsanko Donchev,Bulgaria,0,0,4,0,6,0,10,93,
Jean-Michel Coron,France,0,0,0,4,6,0,10,93,
Luis Prado García,Cuba,6,0,0,3,0,0,9,96,
Antti Kilpi,Finland,1,5,0,3,0,0,9,96,
Antero Ranne,Finland,0,6,0,0,3,0,9,96,
Pierre-Louis Lions,France,0,0,1,2,6,0,9,96,
Włodzimierz Jakobsche,Poland,5,0,0,4,0,0,9,96,
Tony Elmroth,Sweden,1,0,6,2,0,0,9,96,
John Ashley Hurley,United Kingdom,0,0,2,2,5,0,9,96,
Jorge Carlos Estrasa,Cuba,0,0,0,2,6,0,8,103,
Gheorghe Balaban,Romania,1,0,7,0,0,0,8,103,
Svetoslav Savchev,Bulgaria,0,0,5,1,1,0,7,105,
Osmo-Jukka Kanerva,Finland,0,6,0,1,0,0,7,105,
Badam Batzorig,Mongolia,1,0,2,3,1,0,7,105,
Ishjamts Enkhchuluun,Mongolia,0,4,1,2,0,0,7,105,
Baasandorj Erdenebileg,Mongolia,0,5,1,0,1,0,7,105,
Gilles Nicolle,France,0,6,0,0,0,0,6,110,
Tuvdendorj Galbaatar,Mongolia,3,0,2,0,1,0,6,110,
Mihnea Colţoiu,Romania,2,0,1,3,0,0,6,110,
Tuomo Rantanen,Finland,0,4,0,1,0,0,5,113,
Joakin von Wright,Finland,0,0,1,3,1,0,5,113,
Joke Brinkhuis,Netherlands,0,5,0,0,0,0,5,113,
Hristo Minchev,Bulgaria,3,0,1,0,0,0,4,116,
Alberto Juan León Escobio,Cuba,1,0,0,2,1,0,4,116,
Ramiro Ochoa Julve,Cuba,0,0,0,4,0,0,4,116,
Ishdorj Javkhlant,Mongolia,1,0,2,1,0,0,4,116,
Rade Živaljević,Yugoslavia,0,0,0,4,0,0,4,116,
Jochum van der Bij,Netherlands,0,0,1,2,0,0,3,121,
Baldandoj Ganbat,Mongolia,1,0,1,0,0,0,2,122,
Torbjörn Sjöstrand,Sweden,0,0,0,1,1,0,2,122,
Wim van Viersen,Netherlands,0,0,0,1,0,0,1,124,
Anders Källén,Sweden,0,0,0,0,1,0,1,124,
