Contestant,Country,P1,P2,P3,P4,P5,P6,Total,Rank,Award
Wing Kai Leung,Hong Kong,4,5,1,1,7,1,19,106,Bronze medal
Aharon Miller,Israel,0,5,2,2,7,3,19,106,Bronze medal
Blas René Treviño Tijerina,Mexico,0,7,1,3,7,1,19,106,Bronze medal
Peter Österlund,Sweden,0,7,3,1,7,1,19,106,Bronze medal
Vladimir Baranovski,Union of Soviet Socialist Republics,2,7,2,0,5,3,19,106,Bronze medal
Amites Sarkar,United Kingdom,7,3,2,1,5,1,19,106,Bronze medal
Ha Duong Phan Thị,Vietnam,6,3,0,2,7,1,19,106,Bronze medal
Xuân Ha Vũ,Vietnam,0,3,1,7,1,7,19,106,Bronze medal
Joseph Lau,Australia,1,5,1,3,7,1,18,116,Bronze medal
Elisabeth le Strange,Australia,2,4,2,2,7,1,18,116,Bronze medal
Peter Haindl,Austria,2,3,2,3,7,1,18,116,Bronze medal
Júlio Cesar de Souza Rebelo,Brazil,6,3,2,4,1,2,18,116,Bronze medal
Sang Ryong Pak,Democratic People's Republic of Korea,7,3,1,2,5,0,18,116,Bronze medal
Kimmo Uutela,Finland,1,7,1,1,7,1,18,116,Bronze medal
Markus Bisanz,Germany,0,7,2,1,7,1,18,116,Bronze medal
Yuk Ho,Hong Kong,7,1,3,3,3,1,18,116,Bronze medal
Sefi Ladkani,Israel,0,3,4,7,4,0,18,116,Bronze medal
Melvin Koppens,Netherlands,3,7,1,1,5,1,18,116,Bronze medal
Alexandru Dan Ionescu,Romania,2,2,2,3,7,2,18,116,Bronze medal
Chong Hui Tan,Singapore,7,3,2,1,5,0,18,116,Bronze medal
Ben Hamed Suliane,Tunisia,3,4,2,3,6,0,18,116,Bronze medal
Michael Fryers,United Kingdom,4,2,2,3,7,0,18,116,Bronze medal
Vladimir Baltić,Yugoslavia,1,7,2,3,4,1,18,116,Bronze medal
Gerald Scheinmayr,Austria,1,7,1,3,5,0,17,131,Bronze medal
Desikan Pavankumar,India,5,2,3,2,5,0,17,131,Bronze medal
Ludovico Pernazza,Italy,1,1,1,5,7,2,17,131,Bronze medal
Andrea Sodomaco,Italy,0,7,1,2,7,0,17,131,Bronze medal
Abdul-Rahman Ahmad,Kuwait,6,3,2,3,2,1,17,131,Bronze medal
Tae-Jin Kim,Republic of Korea,0,7,1,4,4,1,17,131,Bronze medal
Li Woon Lim,Singapore,1,4,2,1,6,3,17,131,Bronze medal
Andreas Strömbergsson,Sweden,1,7,1,1,7,0,17,131,Bronze medal
Fernardo Ariel Broner,Argentina,4,0,1,2,7,2,16,139,Bronze medal
Dominic Yip,Australia,1,5,0,1,2,7,16,139,Bronze medal
Stoykov Kostov,Bulgaria,7,2,4,1,2,0,16,139,Bronze medal
Rolando Uranga Piña,Cuba,7,1,0,6,1,1,16,139,Bronze medal
Martin Dindoš,Czechoslovakia,0,7,2,2,3,2,16,139,Bronze medal
Andreas Argiriou,Greece,7,1,2,3,1,2,16,139,Bronze medal
Andrew David McMurry,Ireland,1,7,0,2,6,0,16,139,Bronze medal
Guy Mayraz,Israel,0,3,2,1,7,3,16,139,Bronze medal
Lorenzo Cornalba,Italy,1,0,1,7,6,1,16,139,Bronze medal
René Sitters,Netherlands,0,7,1,1,7,0,16,139,Bronze medal
Christopher Tuffley,New Zealand,0,7,1,1,6,1,16,139,Bronze medal
Jorgen Lorentz,Norway,1,2,3,1,5,4,16,139,Bronze medal
Wyant S. Chan,Philippines,7,0,4,0,5,0,16,139,Bronze medal
Andrzej Kondracki,Poland,0,6,1,4,5,0,16,139,Bronze medal
Sirote Sookprem,Thailand,0,7,1,2,6,0,16,139,Bronze medal
Nejat Cingi,Turkey,0,5,4,3,4,0,16,139,Bronze medal
Trường Lan Lê,Vietnam,7,3,3,2,1,0,16,139,Bronze medal
Christoph Stroh,Austria,0,3,2,3,7,0,15,156,Honourable mention
Andrew Chow,Canada,7,1,2,1,3,1,15,156,Honourable mention
Hugh Thomas,Canada,0,3,1,0,7,4,15,156,Honourable mention
Xavier Gabain,France,2,2,1,7,1,2,15,156,Honourable mention
Christos Adamaras,Greece,7,3,1,1,3,0,15,156,Honourable mention
Cian Sean Dorr,Ireland,4,1,1,0,4,5,15,156,
Danah Al-Mulla,Kuwait,5,2,3,3,2,0,15,156,
Belekira Hamid,Morocco,5,1,5,3,0,1,15,156,
Diane Maclagan,New Zealand,1,1,1,4,6,2,15,156,
Seung Kyun Lee,Republic of Korea,3,3,2,3,4,0,15,156,
Zihuai Jin,Singapore,0,7,1,2,5,0,15,156,Honourable mention
Changkai Yu,Singapore,1,7,0,2,5,0,15,156,Honourable mention
Daniel Lasaosa Medarde,Spain,2,2,2,2,4,3,15,156,
Tunay İhsan Tunca,Turkey,4,2,1,3,5,0,15,156,
Hoang Huy Vũ,Vietnam,6,4,0,3,2,0,15,156,
Samir Aitarane,Algeria,3,3,3,2,3,0,14,171,
Luis Victor Dieulefait,Argentina,0,3,1,7,3,0,14,171,Honourable mention
Jamal A. Abdulla,Bahrain,3,3,3,4,1,0,14,171,
Fadhel M. Al-Mawlani,Bahrain,7,1,2,1,1,2,14,171,Honourable mention
Jim Lok Ma,Hong Kong,1,7,1,1,3,1,14,171,Honourable mention
Tomoyuki Katsumata,Japan,4,3,1,0,5,1,14,171,
Raúl Segura Acevedo,Mexico,7,4,0,1,0,2,14,171,Honourable mention
Purebbajar Thengel,Mongolia,0,3,1,2,5,3,14,171,
Ziwei Lin,Singapore,2,5,1,1,2,3,14,171,
Han Yin Hsi,Singapore,2,3,2,1,2,4,14,171,
Enrique Garcia Lopez,Spain,3,1,1,3,2,4,14,171,
Francisco M. Ogando Serrano,Spain,2,1,4,2,2,3,14,171,
Ivan Anić,Yugoslavia,0,2,2,3,7,0,14,171,Honourable mention
Ariel David Landau,Argentina,0,3,3,1,6,0,13,184,
Nazar Mohamed H. Kamaluddin,Bahrain,5,3,3,1,0,1,13,184,
Luciano Guimarães Monteiro de Castro,Brazil,1,1,3,1,6,1,13,184,
Mijail Borges Quintana,Cuba,4,1,4,1,3,0,13,184,
Mika Seppä,Finland,1,3,2,1,6,0,13,184,
Guillaume Texier,France,0,4,1,3,2,3,13,184,
Wing Leung Cheng,Hong Kong,3,1,1,0,6,2,13,184,
Julian Norman McCrae,Ireland,0,6,1,0,5,1,13,184,
Qais Al-Bassam,Kuwait,7,3,1,1,0,1,13,184,Honourable mention
Batniam Baatarjab,Mongolia,0,2,2,2,7,0,13,184,Honourable mention
Raimondo Eggink,Netherlands,0,3,1,2,7,0,13,184,Honourable mention
Dag Madsen,Norway,1,4,1,1,6,0,13,184,
Andrzej Kosiński,Poland,0,7,3,1,2,0,13,184,Honourable mention
Marco Castrillon Lopez,Spain,2,2,2,3,0,4,13,184,
Tolga Etgü,Turkey,0,2,2,2,7,0,13,184,Honourable mention
Alan Iwi,United Kingdom,0,0,3,7,3,0,13,184,Honourable mention
Alen Selimbegović,Yugoslavia,0,4,1,1,6,1,13,184,
Pablo Ariel Milrud,Argentina,0,3,0,2,7,0,12,201,Honourable mention
Nadhem A. Abdulla Hassan,Bahrain,2,2,3,2,2,1,12,201,
Jukka Kohonen,Finland,0,2,1,7,2,0,12,201,Honourable mention
Evgeniou Theodoros,Greece,3,3,3,2,1,0,12,201,
Arvind Rajaraman,India,0,2,1,2,6,1,12,201,
Vahid Tavasoli,Islamic Republic of Iran,3,3,0,3,3,0,12,201,
Eduardo Dueñez Guzmán,Mexico,7,0,3,1,1,0,12,201,Honourable mention
Philip Vialoux,New Zealand,1,2,1,1,7,0,12,201,Honourable mention
José Pedro Fernandes da Silva Coelho,Portugal,4,3,1,2,2,0,12,201,
Bong-Gyun Koh,Republic of Korea,0,2,2,1,7,0,12,201,Honourable mention
Javier Arregui Garcia,Spain,2,2,1,2,4,1,12,201,
Fredrik Andréasson,Sweden,0,5,1,1,5,0,12,201,
Latif Kalın,Turkey,7,0,1,2,1,1,12,201,Honourable mention
Thomas Leinster,United Kingdom,5,2,2,1,1,1,12,201,
Timothy Kokesh,United States of America,1,3,1,2,4,1,12,201,
Guido Jorge Castro Odio,Cuba,7,1,0,0,3,0,11,216,Honourable mention
Ryong Song Pak,Democratic People's Republic of Korea,1,2,1,2,4,1,11,216,
Aidan Hollinshead,Ireland,4,1,2,1,3,0,11,216,
Kin Gong Yuen,Macau,2,1,1,3,3,1,11,216,
Dorjsuren Baramsai,Mongolia,7,0,1,2,1,0,11,216,Honourable mention
Michael Burns,New Zealand,4,0,1,2,2,2,11,216,
Siripong Atipan,Thailand,0,0,2,2,7,0,11,216,Honourable mention
Soontorn Oraintara,Thailand,7,0,1,1,2,0,11,216,Honourable mention
Hà Huy Tài,Vietnam,3,1,1,3,2,1,11,216,
Julio Cesar Exposito Garcia,Cuba,1,2,2,3,1,1,10,225,
Alien Herrera Torres,Cuba,4,1,1,2,1,1,10,225,
Panayiotis Georgiou,Cyprus,3,3,1,1,2,0,10,225,
Chol Nam Chong,Democratic People's Republic of Korea,4,1,2,1,1,1,10,225,
Nur Aditya Buana,Indonesia,4,0,2,1,2,1,10,225,
Kenichi Kono,Japan,4,1,1,2,1,1,10,225,
Youssfi Chrif,Morocco,1,2,3,2,2,0,10,225,
Quintijn Puite,Netherlands,0,7,1,1,1,0,10,225,Honourable mention
Krzysztof Frączek,Poland,1,0,1,7,1,0,10,225,Honourable mention
Diogo Luis Aguiar Gomes Castro Vasconcelos,Portugal,0,2,1,6,1,0,10,225,
Gunnar Andersson,Sweden,0,3,2,0,4,1,10,225,
Frank Wikström,Sweden,0,3,1,3,2,1,10,225,
Arafat Şahin,Turkey,2,1,2,2,2,1,10,225,
Vanja Dunjić,Yugoslavia,0,1,3,3,3,0,10,225,
Aymen Hassan Al-Sayrafi,Bahrain,0,0,3,1,5,0,9,239,
Madronero Javier,Colombia,1,1,1,3,2,1,9,239,
Juan Carlos Vera,Colombia,1,1,2,2,2,1,9,239,
Nicolaos Toumbas,Cyprus,2,3,1,2,1,0,9,239,
Jari Lappalainen,Finland,4,2,1,2,0,0,9,239,
Dimitrios Dimopoulos,Greece,1,3,1,1,3,0,9,239,
Welni Hendra,Indonesia,2,1,3,0,3,0,9,239,
David James Galvin,Ireland,0,2,1,2,4,0,9,239,
Hamid Reza Davoodi,Islamic Republic of Iran,1,1,1,2,4,0,9,239,
Atsushi Kitaueda,Japan,1,0,2,1,5,0,9,239,
Fong I Che,Macau,4,0,1,1,1,2,9,239,
Christian Lelong Imaz,Mexico,1,2,1,1,3,1,9,239,
Luis Fernando Rodríguez Acosta,Mexico,0,1,0,1,6,1,9,239,
Bennant Mohamed Karim,Morocco,1,0,3,2,3,0,9,239,
Erjen Lefeber,Netherlands,0,0,1,1,6,1,9,239,
Philip Saysell,New Zealand,0,1,1,0,7,0,9,239,Honourable mention
Jen Jootar,Thailand,1,0,3,2,2,1,9,239,
Özcan Öztürk,Turkey,1,0,2,3,2,1,9,239,
Miltos Kambourides,Cyprus,0,1,2,0,3,2,8,257,
Ivo ?,Indonesia,4,0,2,1,0,1,8,257,
Uri Bader,Israel,0,3,1,2,2,0,8,257,
Shaima Al-Ghunaim,Kuwait,2,0,2,4,0,0,8,257,
Zorigt Ulzibat,Mongolia,0,7,0,1,0,0,8,257,Honourable mention
Jbira Arouggou,Morocco,1,1,0,2,3,1,8,257,
Jonathan Sy,Philippines,0,0,1,1,6,0,8,257,
Francisco Pedro Pereira,Portugal,0,3,2,0,3,0,8,257,
Thunyachate Ekvetchavit,Thailand,1,0,2,2,3,0,8,257,
Roberto Marcello Coutelier,Argentina,0,2,1,1,2,1,7,266,
Andre Antunes Nogueira da Silva,Brazil,0,2,2,2,1,0,7,266,
Luciano Irineu de Castro Filho,Brazil,0,1,2,3,1,0,7,266,
Li-Vang Lozada Chang,Cuba,0,1,1,2,3,0,7,266,
Sigurd Lovseth,Norway,2,1,2,0,2,0,7,266,
Michael Garcia,Philippines,0,3,1,1,2,0,7,266,
Piotr Kot,Poland,0,1,2,2,1,1,7,266,
Antonio Manuel Serra,Portugal,1,3,1,1,0,1,7,266,
Aaram Yun,Republic of Korea,0,0,2,3,2,0,7,266,
Dammak Hela,Tunisia,2,0,2,3,0,0,7,266,
Sabri Liabes,Algeria,0,0,1,3,1,1,6,276,
Tomy Kusnadi,Indonesia,0,0,2,2,2,0,6,276,
Gabriel López Walle,Mexico,1,1,1,1,1,1,6,276,
Hashbajar Dashseren,Mongolia,0,0,1,1,4,0,6,276,
Djilali Behloul,Algeria,0,1,1,2,1,0,5,280,
Pablo Sebastian Armas,Argentina,0,3,0,1,1,0,5,280,
Juan Carlos Rivera,Colombia,1,0,1,2,1,0,5,280,
Jaakko Ruohonen,Finland,0,0,3,0,2,0,5,280,
Aikaterini Terzoudi,Greece,1,1,1,0,2,0,5,280,
Ekaterini Varsou,Greece,2,1,1,0,1,0,5,280,
Ólafur Örn Jónsson,Iceland,2,0,0,2,1,0,5,280,
Birgir Örn Arnarson,Iceland,2,0,1,0,1,1,5,280,
Kris Pujianto,Indonesia,1,0,2,0,2,0,5,280,
Tak Shing Wong,Macau,3,0,1,0,0,1,5,280,
Eric Angelo Franco,Philippines,0,0,1,0,4,0,5,280,
Noel Patron,Philippines,1,1,1,0,2,0,5,280,
Sherwin Tobibio,Philippines,0,2,1,0,2,0,5,280,
João Filipe Sousa,Portugal,0,1,1,1,2,0,5,280,
Chrabekh Ouahid,Tunisia,1,1,1,1,0,1,5,280,
Amdjad Zabian,Algeria,0,1,1,1,1,0,4,295,
Himanshu Nautiyal,India,0,0,0,2,1,1,4,295,
Min-Sou Yi,Republic of Korea,0,0,1,2,1,0,4,295,
Jose Javier Villalmanzo Manrique,Spain,2,0,0,2,0,0,4,295,
Mohamed Rashid A. Ebrahim,Bahrain,1,0,1,0,0,1,3,299,
Roy Wagner,Israel,0,0,0,2,1,0,3,299,
Lai Peng Wong,Macau,1,1,1,0,0,0,3,299,
Janne Peltonen,Finland,0,0,1,1,0,0,2,302,
Christianto Wibowo,Indonesia,0,0,1,0,1,0,2,302,
Chi Fai Chung,Macau,1,0,1,0,0,0,2,302,
Edite Manuela Peixoto Pereira,Macau,1,0,1,0,0,0,2,302,
Zorigt Gombosuren,Mongolia,0,1,0,1,0,0,2,302,
Tiago Paula Nogueira Marques,Portugal,0,0,0,0,2,0,2,302,
Patrick James Connoll,Ireland,0,0,1,0,0,0,1,308,
