Contestant,Country,P1,P2,P3,P4,P5,P6,Total,Rank,Award
Helmut Gfrerer,Austria,6,0,7,6,3,0,22,45,Bronze medal
Sipke-Jan Hiemstra,Netherlands,6,1,6,4,5,0,22,45,Bronze medal
René Zandbergen,Netherlands,6,2,7,1,6,0,22,45,Bronze medal
Andrzej Nędzusiak,Poland,,,,,,,22,45,Bronze medal
Andrei Churbanov,Union of Soviet Socialist Republics,,,,,,,22,45,Bronze medal
Ognjan Trifunov,Bulgaria,,,,,,,21,50,Bronze medal
Ilja Turek,Czechoslovakia,6,3,0,6,6,0,21,50,Bronze medal
Olli Anttila,Finland,,,,,,,21,50,Bronze medal
Peter Dittrich,German Democratic Republic,,,,,,,21,50,Bronze medal
Martin Roller,Germany,,,,,,,21,50,Bronze medal
Ralf Wehrmann,Germany,,,,,,,21,50,Bronze medal
Paul Stanciu,Romania,,,,,,,21,50,Bronze medal
Martin Nilsson,Sweden,6,3,0,1,7,4,21,50,Bronze medal
Dmitrii Flaas,Union of Soviet Socialist Republics,,,,,,,21,50,Bronze medal
Yaroslav Vinnishin,Union of Soviet Socialist Republics,,,,,,,21,50,Bronze medal
James Propp,United States of America,,,,,,,21,50,Bronze medal
Tilman Schmidt,Germany,,,,,,,20,61,Bronze medal
Calin-Bogdan Enescu,Romania,,,,,,,20,61,Bronze medal
Johan Berglind,Sweden,3,3,0,6,1,7,20,61,Bronze medal
Richard Pennington,United Kingdom,,,,,,,20,61,Bronze medal
Rusi Jordanov,Bulgaria,,,,,,,19,65,Bronze medal
Martin Čadek,Czechoslovakia,5,6,0,6,2,0,19,65,"Bronze medal, Special prize"
Frank van Overbeeke,Netherlands,6,0,6,6,0,1,19,65,Bronze medal
Mladen Bestvina,Yugoslavia,,,,,,,19,65,Bronze medal
Novica Blažić,Yugoslavia,,,,,,,19,65,Bronze medal
Ernst Horwath,Austria,5,0,7,5,0,1,18,70,Bronze medal
Marek Trippenbach,Poland,,,,,,,18,70,Bronze medal
Paul Strickland,United Kingdom,,,,,,,18,70,Bronze medal
Angel Zhivkov,Bulgaria,,,,,,,17,73,Bronze medal
Helge Ritter,Germany,,,,,,,17,73,Bronze medal
Zalán Bodó,Hungary,,,,,,,17,73,Bronze medal
Brian King,United Kingdom,,,,,,,17,73,Bronze medal
Matjaž Vidmar,Yugoslavia,,,,,,,17,73,Bronze medal
Ivan Pulev,Bulgaria,,,,,,,16,78,
Jan Kratochvíl,Czechoslovakia,6,1,6,1,1,1,16,78,
Markku Markkanen,Finland,,,,,,,16,78,
Alain Bruguieres,France,,,,,,,16,78,
Michel Schmitt,France,,,,,,,16,78,
Michel Van Anh,France,,,,,,,16,78,
Frank Hoogeveen,Netherlands,6,1,6,0,0,3,16,78,
Josef Tkadlec,Czechoslovakia,6,6,0,2,0,1,15,85,
Jean Benoir Bost,France,,,,,,,15,85,
Werner Hoffmann,German Democratic Republic,,,,,,,15,85,
Abdallah Laradji,Algeria,,,,,,,14,88,
Mario Mulazzani,Austria,5,6,0,2,1,0,14,88,
Helmut Postl,Austria,6,1,0,0,7,0,14,88,
Thomas Branders,Finland,,,,,,,14,88,
Ilja Schmelzer,German Democratic Republic,,,,,,,14,88,
Steffen Thiel,German Democratic Republic,,,,,,,14,88,
Bajaraa Zhambaagijn,Mongolia,,,,,,,14,88,
Stefan Ghiviriga,Romania,,,,,,,14,88,
Hamid Kulosman,Yugoslavia,,,,,,,14,88,
Nadezhda Ribarska,Bulgaria,,,,,,,13,97,
Garcia Carlos De Armas,Cuba,,,,,,,13,97,
Sague Arturo Presa,Cuba,,,,,,,13,97,
Philippe Wolf,France,,,,,,,13,97,
Balázs Csikós,Hungary,,,,,,,13,97,
Andras Nemethi,Romania,,,,,,,13,97,
Alan Bustany,United Kingdom,,,,,,,13,97,
Paul Weiss,United States of America,,,,,,,13,97,
Christian Krattenthaler,Austria,4,1,0,0,7,0,12,105,
P. Fautré,Belgium,,,,,,,12,105,
Peter Glockner,Germany,,,,,,,12,105,
Walter Spann,Germany,,,,,,,12,105,
Jerzy Hosza,Poland,,,,,,,12,105,
Jerzy Sawa,Poland,,,,,,,12,105,
Dragosh Chirca,Romania,,,,,,,12,105,
Leif Sehlström,Sweden,4,1,0,6,1,0,12,105,
Željko Hanjš,Yugoslavia,,,,,,,12,105,
Olivier Herz,France,,,,,,,11,114,
Esko Strömmer,Finland,,,,,,,10,115,
Gábor Ivanyos,Hungary,,,,,,,10,115,Special prize
Marius Dumitru Dadarlat,Romania,,,,,,,10,115,
Aleksandr Kodrian,Union of Soviet Socialist Republics,,,,,,,10,115,
G. Van Hooveld,Belgium,,,,,,,9,119,
Kari Eloranta,Finland,,,,,,,9,119,
Witold Marcisziewski,Poland,,,,,,,9,119,
Ove Hanebring,Sweden,4,3,0,1,1,0,9,119,
Martin Karlsson,Sweden,4,3,0,1,1,0,9,119,
Crespo Jorge Fernandez,Cuba,,,,,,,8,124,
Guido Valenzin,Italy,,,,,,,8,124,
Ariuna Gendenzhamcin,Mongolia,,,,,,,8,124,
Pierre America,Netherlands,6,1,0,1,0,0,8,124,
Björn Danielsson,Sweden,6,1,0,0,0,1,8,124,
Gerhard Turnwald,Austria,6,1,0,0,0,0,7,129,
E. Wouters,Belgium,,,,,,,7,129,
Rafael Pedrosa Martinez,Cuba,,,,,,,7,129,
Tuomas Pystynen,Finland,,,,,,,7,129,
Juhani Kupiainen,Finland,,,,,,,6,133,
Fabio Barbone,Italy,,,,,,,6,133,
Naranhuu Baldandorzhijn,Mongolia,,,,,,,6,133,
Ronald Kaminsky,United States of America,,,,,,,6,133,
Lauri Malmi,Finland,,,,,,,5,137,
Roger Labahn,German Democratic Republic,,,,,,,5,137,
Francesco De Bona,Italy,,,,,,,5,137,
Enhbold Cendzhavin,Mongolia,,,,,,,5,137,
Batbajar Ergzengijn,Mongolia,,,,,,,5,137,
Naranbat Sodnomin,Mongolia,,,,,,,5,137,
Andrei Dumitru,Romania,,,,,,,5,137,
Patrick Collette,France,,,,,,,4,144,
Peter Takáč,Czechoslovakia,3,0,0,0,0,0,3,145,
Chuluunbaatar Damdinsurengijn,Mongolia,,,,,,,3,145,
Namdag Namhajzhancangijn,Mongolia,,,,,,,3,145,
Abdesselam Klouche,Algeria,,,,,,,2,148,
T. Bloch,Belgium,,,,,,,2,148,
M. Tombeur,Belgium,,,,,,,2,148,
Claudio Teghil,Italy,,,,,,,2,148,
Naima Nagui,Algeria,,,,,,,1,152,
M. Hans,Belgium,,,,,,,1,152,
Stefano Schierano,Italy,,,,,,,1,152,
R. de Volder,Belgium,0,0,0,0,0,0,0,155,
