Contestant,Country,P1,P2,P3,P4,P5,P6,Total,Rank,Award
Aleksandar Kirilov Daskalov,Bulgaria,7,7,0,7,2,1,24,68,Silver medal
Giorgi Arabidze,Georgia,3,7,0,7,7,0,24,68,Silver medal
Friedrich Feuerstein,Germany,7,3,0,7,7,0,24,68,Silver medal
Georg Schröter,Germany,7,0,2,7,7,1,24,68,Silver medal
Nikolaos Romanidis,Greece,3,7,0,7,7,0,24,68,Silver medal
Pok Wai Fong,Hong Kong,7,7,2,7,1,0,24,68,Silver medal
Abhishek Hemantkumar Dang,India,3,7,0,7,7,0,24,68,Silver medal
Saeed Hadikhanloo,Islamic Republic of Iran,3,7,0,7,5,2,24,68,Silver medal
Maria Colombo,Italy,7,7,1,7,1,1,24,68,Silver medal
Sumiya Baasandorj,Mongolia,3,7,0,7,7,0,24,68,Silver medal
Wojciech Zaremba,Poland,7,7,1,7,2,0,24,68,Silver medal
Yoon Joo Kim,Republic of Korea,3,7,0,7,7,0,24,68,Silver medal
Elena Mădălina Persu,Romania,7,3,0,7,7,0,24,68,Silver medal
Vladislav Volkov,Russian Federation,7,7,1,7,2,0,24,68,Silver medal
Roberto Aníbal Morales,Argentina,2,7,0,7,7,0,23,83,Silver medal
Régis Prado Barbosa,Brazil,7,7,1,7,1,0,23,83,Silver medal
Elina Mihaylova Robeva,Bulgaria,7,7,0,7,2,0,23,83,Silver medal
Pak Hin Lee,Hong Kong,2,7,0,7,7,0,23,83,Silver medal
Byambajav Namsraijav,Mongolia,7,7,0,7,2,0,23,83,Silver medal
Yu-Wei Fan,Taiwan,7,7,0,7,1,1,23,83,Silver medal
Wich Huengwattanakul,Thailand,7,7,0,7,2,0,23,83,Silver medal
Pasin Manurangsi,Thailand,7,7,0,7,2,0,23,83,Silver medal
Suthee Ruangwises,Thailand,7,7,0,7,1,1,23,83,Silver medal
Melih Üçer,Turkey,3,7,0,7,6,0,23,83,Silver medal
Yauheni Zhybryk,Belarus,7,1,0,7,7,0,22,93,Silver medal
Igor Uljarević,Bosnia and Herzegovina,7,7,0,7,1,0,22,93,Silver medal
Alexander Remorov,Canada,7,7,0,7,1,0,22,93,Silver medal
Lisa Sauermann,Germany,7,0,1,7,7,0,22,93,Silver medal
Jack Hui,Hong Kong,7,7,0,7,1,0,22,93,Silver medal
Csaba Nagy,Hungary,7,7,0,7,0,1,22,93,Silver medal
Takuya Inoue,Japan,7,7,0,7,1,0,22,93,Silver medal
Motoki Takigiku,Japan,7,7,0,7,1,0,22,93,Silver medal
Yuki Yoshida,Japan,7,7,0,7,1,0,22,93,Silver medal
Andrei Frimu,Republic of Moldova,7,7,0,7,1,0,22,93,Silver medal
Alexandr Zamorzaev-Orleanschii,Republic of Moldova,7,1,0,7,7,0,22,93,Silver medal
Pi-Hsun Shih,Taiwan,7,7,0,7,1,0,22,93,Silver medal
Süreyya Emre Kurt,Turkey,7,7,0,7,1,0,22,93,Silver medal
Eric Larson,United States of America,7,7,0,7,1,0,22,93,Silver medal
Arnav Tripathy,United States of America,7,7,0,7,1,0,22,93,Silver medal
Utkir Boltaev,Uzbekistan,3,7,0,7,5,0,22,93,Silver medal
Thanh Đặng Ngọc,Vietnam,7,7,1,7,0,0,22,93,Silver medal
Henrique Pondé de Oliveira Pinto,Brazil,6,1,0,7,6,1,21,110,Silver medal
Tzvetelina Kirilova Tzeneva,Bulgaria,3,4,0,7,7,0,21,110,Silver medal
Santiago Cuéllar,Colombia,6,2,0,6,7,0,21,110,Silver medal
Sebastian Dumitrescu,Finland,5,7,1,7,1,0,21,110,Silver medal
Bálint Hujter,Hungary,7,7,0,7,0,0,21,110,Silver medal
László Miklós Lovász,Hungary,7,7,0,7,0,0,21,110,Silver medal
Manas Rajendra Joglekar,India,3,7,3,7,1,0,21,110,Silver medal
Atul Shekhar Shekhar,India,0,7,0,7,7,0,21,110,Silver medal
Igor Stassiy,Kazakhstan,3,7,2,7,2,0,21,110,Silver medal
Chi Choi Wong,Macau,7,7,0,7,0,0,21,110,Silver medal
Tomasz Kobos,Poland,7,1,0,6,7,0,21,110,Silver medal
Mihail-Eugen Dumitrescu,Romania,7,0,0,7,7,0,21,110,Silver medal
Dragoş-Ciprian Ionescu,Romania,3,7,0,7,4,0,21,110,Silver medal
Jafar Jafarov,Azerbaijan,4,7,0,6,3,0,20,123,Bronze medal
Stanislau Shapavalau,Belarus,7,7,0,6,0,0,20,123,Bronze medal
Dobrin Ruslanov Urumov,Bulgaria,3,3,0,7,7,0,20,123,Bronze medal
Yan Li,Canada,5,7,0,7,1,0,20,123,Bronze medal
Arman Fazeli Chaghooshi,Islamic Republic of Iran,6,1,0,7,6,0,20,123,Bronze medal
Maciej Gawron,Poland,5,1,0,7,7,0,20,123,Bronze medal
Adrian-Ioan Zahariuc,Romania,5,1,0,7,7,0,20,123,Bronze medal
Michal Szabados,Slovakia,6,7,0,7,0,0,20,123,Bronze medal
Zihan Hans Liu,Sweden,7,5,0,7,1,0,20,123,Bronze medal
Semih Yavuz,Turkey,5,7,0,7,1,0,20,123,Bronze medal
Ildar Maratovich Gaisin,Australia,4,1,0,7,7,0,19,133,Bronze medal
Giles Samuel Vernon Gardam,Australia,7,1,2,7,1,1,19,133,Bronze medal
Ramon Moreira Nunes,Brazil,4,7,0,7,1,0,19,133,Bronze medal
Kent Wai Kit Huynh,Canada,7,4,0,7,1,0,19,133,Bronze medal
Daniel Campos Salas,Costa Rica,3,7,0,7,2,0,19,133,Bronze medal
Sune Kristian Jakobsen,Denmark,7,1,2,7,1,1,19,133,Bronze medal
Isaac Buenrostro Morales,Mexico,3,7,0,7,1,1,19,133,Bronze medal
Andrei Iliaşenco,Republic of Moldova,3,1,1,7,7,0,19,133,Bronze medal
Marko Jevremović,Serbia,3,7,0,7,1,1,19,133,Bronze medal
Teodor von Burg,Serbia,3,7,2,6,1,0,19,133,Bronze medal
Yuriy Shyshatskyy,Ukraine,4,7,0,7,1,0,19,133,Bronze medal
Tedrick Leung,United States of America,7,1,0,7,3,1,19,133,Bronze medal
Redi Haderi,Albania,3,1,0,7,7,0,18,145,Bronze medal
Irene Yuan Lo,Australia,3,7,0,7,1,0,18,145,Bronze medal
Cheuk Ting Li,Hong Kong,3,7,0,7,1,0,18,145,Bronze medal
Andrea Fogari,Italy,7,4,0,7,0,0,18,145,Bronze medal
Alen Bayev,Kazakhstan,4,6,0,7,1,0,18,145,Bronze medal
Asset Daliyev,Kazakhstan,3,1,0,7,7,0,18,145,Bronze medal
Chi Wa Iao,Macau,3,7,0,7,1,0,18,145,Bronze medal
Aldo Pacchiano Camacho,Mexico,7,2,0,7,2,0,18,145,Bronze medal
Ronald Ping Man Chan,New Zealand,7,1,2,7,1,0,18,145,Bronze medal
Ricardo Ramos,Peru,3,2,0,7,6,0,18,145,Bronze medal
Marija Jelić,Serbia,4,0,0,7,7,0,18,145,Bronze medal
Bryan Kuen-Yew Hooi,Singapore,7,1,0,7,3,0,18,145,Bronze medal
Jure Vogrinc,Slovenia,3,7,0,7,1,0,18,145,Bronze medal
Kuan-Yu Lin,Taiwan,7,3,0,7,1,0,18,145,Bronze medal
Bodan Arsovski,The former Yugoslav Republic of Macedonia,3,7,0,7,1,0,18,145,Bronze medal
Hamrozjon Chuyanov,Uzbekistan,3,7,0,7,1,0,18,145,Bronze medal
Anthony David Morris,Australia,7,3,0,7,0,0,17,161,Bronze medal
Dzianis Pirshtuk,Belarus,7,1,0,7,2,0,17,161,Bronze medal
Rafael Sampaio de Rezende,Brazil,3,6,0,7,1,0,17,161,Bronze medal
Steven Neil Karp,Canada,7,2,0,7,1,0,17,161,Bronze medal
Fernando Manrique,Peru,3,0,0,7,7,0,17,161,Bronze medal
Jia-Han Chiam,Singapore,7,1,2,6,1,0,17,161,Bronze medal
Tomáš Rusin,Slovakia,3,7,0,6,1,0,17,161,Bronze medal
Akbarshoh Fayzulloev,Tajikistan,0,7,0,7,3,0,17,161,Bronze medal
Potcharapol Suteparuk,Thailand,7,2,0,7,1,0,17,161,Bronze medal
Stanislav Nikolayenko,Ukraine,3,7,0,7,0,0,17,161,Bronze medal
Tigran Hakobyan,Armenia,0,3,0,6,7,0,16,171,Bronze medal
Ruslan Muslumov,Azerbaijan,0,7,0,7,2,0,16,171,Bronze medal
Sviatlana Auchynnikava,Belarus,6,0,2,7,1,0,16,171,Bronze medal
Federico Castillo,Colombia,7,1,0,7,1,0,16,171,Bronze medal
Jorge Alberto Olarte,Colombia,7,0,2,7,0,0,16,171,Bronze medal
José Alejandro Samper,Colombia,7,1,0,7,1,0,16,171,Bronze medal
Petar Sirković,Croatia,7,1,0,7,1,0,16,171,Bronze medal
Douglas Curbelo Aguilera,Cuba,1,7,0,7,1,0,16,171,Bronze medal
Zbyněk Konečný,Czech Republic,7,0,0,7,2,0,16,171,Bronze medal
Nikolai Voitsehhovski,Estonia,4,4,0,7,1,0,16,171,Bronze medal
Mattia Galeotti,Italy,7,1,0,7,1,0,16,171,Bronze medal
Asset Mussagaliyev,Kazakhstan,7,0,0,7,2,0,16,171,Bronze medal
Aistis Atminas,Lithuania,7,1,0,7,1,0,16,171,Bronze medal
Vytautas Gruslys,Lithuania,7,1,0,7,1,0,16,171,Bronze medal
Giancarlo Kerg,Luxembourg,0,2,0,7,7,0,16,171,Bronze medal
Wouter Zomervrucht,Netherlands,7,1,0,7,1,0,16,171,Bronze medal
Tomasz Kulczyński,Poland,7,0,0,7,2,0,16,171,Bronze medal
Mircea Grecu,Republic of Moldova,7,1,0,7,1,0,16,171,Bronze medal
Gar Goei Loke,Singapore,7,1,0,7,1,0,16,171,Bronze medal
Diego Bruno Izquierdo Arseguet,Spain,4,3,0,7,2,0,16,171,Bronze medal
Adrián Rodrigo Escudero,Spain,6,1,0,7,2,0,16,171,Bronze medal
Gunnar Guannan Peng,Sweden,6,1,0,7,1,1,16,171,Bronze medal
Volodymyr Serbinenko,Switzerland,7,0,1,7,1,0,16,171,Bronze medal
Warut Suksompong,Thailand,7,1,0,7,1,0,16,171,Bronze medal
Tom Lovering,United Kingdom,7,2,0,7,0,0,16,171,Bronze medal
Ozod Zoyirov,Uzbekistan,1,7,0,7,1,0,16,171,Bronze medal
Fernando Martín Vidal,Argentina,5,0,3,7,0,0,15,197,Bronze medal
Philipp Schönbauer,Austria,7,0,0,7,1,0,15,197,Bronze medal
Vadzim Sliusarau,Belarus,7,0,0,7,1,0,15,197,Bronze medal
Hoan-Phung Bui,Belgium,6,1,0,6,2,0,15,197,Bronze medal
Pierre-Alain Jacqmin,Belgium,7,1,0,6,1,0,15,197,Bronze medal
Antonio Krnjak,Croatia,6,2,0,7,0,0,15,197,Bronze medal
Miroslav Klimoš,Czech Republic,7,0,0,6,2,0,15,197,Bronze medal
Lenka Slavíková,Czech Republic,6,0,0,7,2,0,15,197,Bronze medal
Guillaume Brunerie,France,7,1,0,6,1,0,15,197,Bronze medal
Stanislas Sochacki,France,5,1,0,7,1,1,15,197,Bronze medal
Giorgi Nadiradze,Georgia,7,1,0,7,0,0,15,197,Bronze medal
Stephan Neupert,Germany,5,3,0,7,0,0,15,197,Bronze medal
Dimitrios Papadimitriou,Greece,0,6,0,7,2,0,15,197,Bronze medal
Seyedmahyar Sefidgaran,Islamic Republic of Iran,7,0,0,7,1,0,15,197,Bronze medal
Omri Ben Eliezer,Israel,7,1,0,7,0,0,15,197,Bronze medal
Dan Carmon,Israel,7,0,0,7,1,0,15,197,Bronze medal
Denis Nardin,Italy,3,1,0,7,4,0,15,197,Bronze medal
Loke Zhi Kin,Malaysia,6,1,0,7,1,0,15,197,Bronze medal
Fernando Campos García,Mexico,0,7,0,7,1,0,15,197,Bronze medal
Ilya Chevyrev,New Zealand,7,1,0,7,0,0,15,197,Bronze medal
Espen Arild Jenssen,Norway,7,0,1,7,0,0,15,197,Bronze medal
João Pedro Correia Matias,Portugal,7,0,0,7,1,0,15,197,Bronze medal
Dušan Milijančević,Serbia,6,1,0,7,1,0,15,197,Bronze medal
Wei Quan Lim,Singapore,7,1,0,7,0,0,15,197,Bronze medal
Samuel Hapák,Slovakia,7,1,0,7,0,0,15,197,Bronze medal
Martin Hergouth,Slovenia,7,0,0,7,1,0,15,197,Bronze medal
Harald Freij,Sweden,7,1,0,7,0,0,15,197,Bronze medal
Viktor Simjanoski,The former Yugoslav Republic of Macedonia,3,3,0,7,2,0,15,197,Bronze medal
Burak Saglam,Turkey,0,1,0,7,7,0,15,197,Bronze medal
Peter Gila,Austria,7,0,0,7,0,0,14,226,Bronze medal
Fabian Mayrhuber,Austria,4,2,0,7,1,0,14,226,Bronze medal
Elyar Gulamhuseynli,Azerbaijan,0,7,0,7,0,0,14,226,Bronze medal
Guolong Li,Belgium,3,0,1,6,4,0,14,226,Bronze medal
Rafael Tupynambá Dutra,Brazil,3,2,0,7,1,1,14,226,Bronze medal
Jiří Řihák,Czech Republic,7,0,0,7,0,0,14,226,Bronze medal
Michal Rolínek,Czech Republic,7,0,0,6,1,0,14,226,Bronze medal
Qi Han,Ecuador,1,6,0,7,0,0,14,226,Bronze medal
Michail Savvas,Greece,0,7,0,6,1,0,14,226,Bronze medal
Anastasios Vafeidis,Greece,3,3,0,7,1,0,14,226,Bronze medal
Stephen Dolan,Ireland,7,0,0,7,0,0,14,226,Bronze medal
Inna Entova,Israel,7,0,0,7,0,0,14,226,Bronze medal
Nurazem Kaldybaev,Kyrgyzstan,0,7,0,7,0,0,14,226,Bronze medal
Florian Meier,Liechtenstein,3,1,0,7,3,0,14,226,Bronze medal
Cristian Manuel Oliva Avilés,Mexico,0,7,0,6,1,0,14,226,Bronze medal
Enkhzaya Tunge Tamgat,Mongolia,3,2,0,7,2,0,14,226,Bronze medal
Rupert Nelson,New Zealand,5,1,0,7,1,0,14,226,Bronze medal
Zaeem Hussain,Pakistan,4,1,0,7,2,0,14,226,Bronze medal
Lei Lei,Singapore,3,1,0,7,3,0,14,226,Bronze medal
Ondrej Mikuláš,Slovakia,6,0,0,6,2,0,14,226,Bronze medal
Miha Čančula,Slovenia,5,2,0,7,0,0,14,226,Bronze medal
Urban Jezernik,Slovenia,0,7,0,6,1,0,14,226,Bronze medal
Tom Primožič,Slovenia,7,0,0,7,0,0,14,226,Bronze medal
Daniel Xiaochen Wang,Sweden,6,1,0,7,0,0,14,226,Bronze medal
Aleksandar Ilioski,The former Yugoslav Republic of Macedonia,0,6,0,7,1,0,14,226,Bronze medal
Tim Hennock,United Kingdom,7,0,0,7,0,0,14,226,Bronze medal
Alison Zhu,United Kingdom,7,0,0,7,0,0,14,226,Bronze medal
Bahriddin Abdiev,Uzbekistan,0,7,0,7,0,0,14,226,Bronze medal
Anh Khoa Augustin Lu,Belgium,3,1,1,7,1,0,13,254,Honourable mention
Jan Vonk,Belgium,6,0,0,7,0,0,13,254,Honourable mention
Miguel Acosta,Colombia,3,1,0,6,3,0,13,254,
Christos Anastassiades,Cyprus,3,2,0,7,1,0,13,254,Honourable mention
Giorgios Charalambous,Cyprus,0,7,0,6,0,0,13,254,Honourable mention
Prashant Sohani,India,5,1,0,7,0,0,13,254,Honourable mention
Oleg Zlydenko,Israel,3,0,0,7,3,0,13,254,Honourable mention
Ermek Bekbolot Uulu,Kyrgyzstan,3,0,0,3,7,0,13,254,Honourable mention
Iulian Gramaţki,Republic of Moldova,5,1,0,6,1,0,13,254,
Andrej Risteski,The former Yugoslav Republic of Macedonia,7,0,0,6,0,0,13,254,Honourable mention
Tuğba Uzluer,Turkey,3,1,0,7,2,0,13,254,Honourable mention
Dominic Yeo,United Kingdom,4,1,0,7,0,1,13,254,Honourable mention
Pablo Blanc,Argentina,4,0,0,7,1,0,12,266,Honourable mention
Harun Šiljak,Bosnia and Herzegovina,0,3,2,7,0,0,12,266,Honourable mention
Guilherme Phillipe Figueiredo,Brazil,3,1,0,7,1,0,12,266,Honourable mention
Nikola Adžaga,Croatia,3,1,0,7,1,0,12,266,Honourable mention
Luka Žunić,Croatia,3,1,0,7,1,0,12,266,Honourable mention
Toomas Krips,Estonia,3,1,0,7,1,0,12,266,Honourable mention
Nikoloz Machavariani,Georgia,3,1,0,7,1,0,12,266,Honourable mention
Silouanos Brazitikos,Greece,3,2,0,7,0,0,12,266,Honourable mention
Gábor Szűcs,Hungary,3,1,0,7,1,0,12,266,Honourable mention
Guðmundur Reynir Gunnarsson,Iceland,3,1,0,7,1,0,12,266,Honourable mention
Bhargav Peruvemba Narayanan,India,5,0,0,7,0,0,12,266,Honourable mention
Utkarsh Tripathi,India,3,1,0,7,1,0,12,266,Honourable mention
Andika Sutanto,Indonesia,4,0,0,7,1,0,12,266,Honourable mention
Artūrs Bačkurs,Latvia,4,0,0,7,1,0,12,266,Honourable mention
Vladimirs Murevičs,Latvia,4,0,0,7,1,0,12,266,Honourable mention
Madars Virza,Latvia,3,1,0,7,1,0,12,266,Honourable mention
Vaidotas Juronis,Lithuania,6,0,0,6,0,0,12,266,
Temuge Enkhbaatar,Mongolia,3,0,0,7,2,0,12,266,Honourable mention
Wouter Berkelmans,Netherlands,3,1,0,7,1,0,12,266,Honourable mention
Milan Lopuhaä,Netherlands,3,1,0,7,1,0,12,266,Honourable mention
Maurizio Caló Caligaris,Paraguay,4,0,0,7,1,0,12,266,Honourable mention
João Leitão Guerreiro,Portugal,5,1,0,5,1,0,12,266,
Lucas Dahinden,Switzerland,3,1,0,7,0,1,12,266,Honourable mention
Stefan Wager,Switzerland,3,1,0,7,1,0,12,266,Honourable mention
Merdan Artykov,Turkmenistan,3,0,0,7,2,0,12,266,Honourable mention
Jumageldi Chariyev,Turkmenistan,3,0,0,7,2,0,12,266,Honourable mention
Sofía Taylor,Venezuela,3,0,0,7,2,0,12,266,Honourable mention
Beniada Shabani,Albania,0,1,0,7,3,0,11,293,Honourable mention
Mauro Schilman,Argentina,3,1,0,7,0,0,11,293,Honourable mention
Parvin Mirzazada,Azerbaijan,1,7,0,2,1,0,11,293,Honourable mention
Mehmed Brkić,Bosnia and Herzegovina,3,1,0,7,0,0,11,293,Honourable mention
Chengyue (Jarno) Sun,Canada,3,1,0,7,0,0,11,293,Honourable mention
Diego Cifuentes,Colombia,3,1,0,7,0,0,11,293,Honourable mention
Saša Stanko,Croatia,0,3,0,7,1,0,11,293,Honourable mention
Pak Il Jin,Democratic People's Republic of Korea,2,0,0,7,2,0,11,293,Honourable mention
Heiki Niglas,Estonia,3,1,0,7,0,0,11,293,Honourable mention
Eerno Niemenmaa,Finland,5,0,0,6,0,0,11,293,
Samuel Bach,France,3,1,1,4,2,0,11,293,
Beka Ergemlidze,Georgia,4,0,0,7,0,0,11,293,Honourable mention
Levan Varamashvili,Georgia,7,1,0,2,1,0,11,293,Honourable mention
Malte Lackmann,Germany,0,2,1,7,1,0,11,293,Honourable mention
James Judd,Ireland,3,1,0,7,0,0,11,293,Honourable mention
Arman Diyarov,Kazakhstan,3,0,0,7,1,0,11,293,Honourable mention
Adilzhan Ismailov,Kazakhstan,3,0,0,7,1,0,11,293,Honourable mention
Gytis Žilinskas,Lithuania,3,0,1,7,0,0,11,293,Honourable mention
Jingran Lin,Luxembourg,3,1,0,7,0,0,11,293,Honourable mention
Lai Fan Pun,Macau,3,0,0,7,1,0,11,293,Honourable mention
Manuel Jesús Novelo Puc,Mexico,3,1,0,7,0,0,11,293,Honourable mention
An'an Chai,New Zealand,7,1,0,3,0,0,11,293,Honourable mention
Gabriela María Ratti Bittinger,Paraguay,3,0,0,7,1,0,11,293,Honourable mention
Cesar Cuenca,Peru,3,1,0,7,0,0,11,293,Honourable mention
Jossy Milagros Alva Gutiérrez,Peru,3,1,0,7,0,0,11,293,Honourable mention
Piotr Dobel,Poland,3,0,1,6,1,0,11,293,
Muhammad Saadiq Moolla,South Africa,3,1,0,7,0,0,11,293,Honourable mention
Gabriel Fürstenheim Milerud,Spain,3,1,0,7,0,0,11,293,Honourable mention
Vinod Sookram,Trinidad and Tobago,0,3,0,7,1,0,11,293,Honourable mention
Tanvir Ahamed Bhuyain,Bangladesh,0,1,0,7,2,0,10,322,Honourable mention
Rasmey Mak,Cambodia,3,0,0,7,0,0,10,322,Honourable mention
Luka Rimanić,Croatia,3,0,0,7,0,0,10,322,Honourable mention
Niccolo Skovgård Poulsen,Denmark,0,1,1,7,0,1,10,322,Honourable mention
Kaarel Nummert,Estonia,0,4,0,6,0,0,10,322,
Tomás Soto,Finland,3,0,0,0,7,0,10,322,Honourable mention
Alkistis Mavroeidi,Greece,0,1,1,7,1,0,10,322,Honourable mention
Einar Axel Helgason,Iceland,3,1,0,6,0,0,10,322,
Galin Ganchev,Ireland,0,2,0,7,1,0,10,322,Honourable mention
Mārtiņš Kokainis,Latvia,3,0,0,7,0,0,10,322,Honourable mention
Diane Idriss,Morocco,0,2,0,7,1,0,10,322,Honourable mention
Tim Reijnders,Netherlands,2,1,0,7,0,0,10,322,Honourable mention
Raymond van Bommel,Netherlands,2,1,0,6,1,0,10,322,
Felix Tadeus Prinz,Norway,6,0,0,4,0,0,10,322,
Filipe Manuel Figueiras Valeriano,Portugal,3,0,0,7,0,0,10,322,Honourable mention
Michal Spišiak,Slovakia,7,1,0,0,2,0,10,322,Honourable mention
Vladislav Ujházi,Slovakia,0,1,0,7,2,0,10,322,Honourable mention
Anja Komatar,Slovenia,0,1,2,7,0,0,10,322,Honourable mention
Hendrie Louis Uys,South Africa,2,1,0,7,0,0,10,322,Honourable mention
Inomzhon Mirzaev,Tajikistan,3,0,0,7,0,0,10,322,Honourable mention
Azat Meredov,Turkmenistan,3,0,0,7,0,0,10,322,Honourable mention
Rustam Bosimov,Uzbekistan,0,2,0,7,1,0,10,322,Honourable mention
Vardan Verdiyan,Armenia,0,0,0,7,2,0,9,344,Honourable mention
Sen Lin,Australia,0,1,0,7,1,0,9,344,Honourable mention
Shouman Das,Bangladesh,1,1,0,7,0,0,9,344,Honourable mention
Vedran Karahodžić,Bosnia and Herzegovina,0,1,0,7,1,0,9,344,Honourable mention
Jonathan Timur Schneider,Canada,3,0,0,6,0,0,9,344,
Asger Kjærulff Jensen,Denmark,7,1,0,1,0,0,9,344,Honourable mention
Mario José Castro Hernández,El Salvador,0,1,0,7,1,0,9,344,Honourable mention
Otto Tang Chen,El Salvador,1,1,0,6,1,0,9,344,
Esa Vesalainen,Finland,0,1,0,7,1,0,9,344,Honourable mention
