Contestant,Country,P1,P2,P3,P4,P5,P6,Total,Rank,Award
Omid Amini,Islamic Republic of Iran,7,7,7,7,7,7,42,1,Gold medal
Chien-I Liao,Taiwan,7,7,7,7,7,6,41,2,Gold medal
Pavlo Pylyavsky,Ukraine,7,7,6,7,7,7,41,2,Gold medal
Ivan Ivanov,Bulgaria,5,7,6,7,7,7,39,4,Gold medal
Gábor Lippner,Hungary,7,7,7,7,7,4,39,4,Gold medal
Nikolai Dourov,Russian Federation,7,7,7,7,7,4,39,4,Gold medal
Nayden Kambouchev,Bulgaria,7,7,2,7,7,7,37,7,Gold medal
Ivan Petrakiev,Bulgaria,7,7,2,7,7,7,37,7,Gold medal
Sahand Haji Ali Ahmad,Islamic Republic of Iran,7,7,2,7,7,7,37,7,Gold medal
Kentaro Nagao,Japan,7,7,3,7,7,6,37,7,Gold medal
Stefan Laurenţiu Horneţ,Romania,7,7,2,7,7,7,37,7,Gold medal
Kasra Alishahi,Islamic Republic of Iran,7,7,4,7,4,7,36,12,Gold medal
Hsin-Hong Lai,Taiwan,7,7,2,7,6,7,36,12,Gold medal
Sasha Schwartz,United States of America,7,7,7,7,7,1,36,12,Gold medal
Martín Mereb,Argentina,7,7,7,7,7,0,35,15,Gold medal
Jih-Chiang Yeo,Taiwan,7,7,3,7,7,4,35,15,Gold medal
Gabriel Carroll,United States of America,7,7,7,4,7,3,35,15,Gold medal
Joseph Najnudel,France,5,7,7,7,7,1,34,18,Gold medal
Alireza Keshavarzhaddad,Islamic Republic of Iran,7,7,2,4,7,7,34,18,Gold medal
Radu Horia Mihăescu,Romania,4,7,2,7,7,7,34,18,Gold medal
Tamás Terpai,Hungary,7,7,7,5,7,0,33,21,Gold medal
Amir Ajorlou,Islamic Republic of Iran,7,7,1,4,7,7,33,21,Gold medal
Se Yong Park,Republic of Korea,7,7,7,7,3,2,33,21,Gold medal
Vladimir Dremov,Russian Federation,5,7,7,7,0,7,33,21,Gold medal
Anh Vũ Việt,Vietnam,3,7,2,7,7,7,33,21,Gold medal
Abhinav Kumar,India,7,7,3,7,7,1,32,26,Gold medal
Flaviu Iepure,Romania,7,7,2,7,2,7,32,26,Gold medal
Reid Barton,United States of America,4,7,7,7,0,7,32,26,Gold medal
Rui Lopes Viana Filho,Brazil,7,0,7,7,7,3,31,29,Gold medal
Adrian Chan,Canada,7,7,3,7,7,0,31,29,Gold medal
Oscar Felipe Bernal Pedraza,Colombia,7,6,3,7,7,1,31,29,Gold medal
Zoltán Gyenes,Hungary,7,7,2,7,7,1,31,29,Gold medal
László Lukács,Hungary,5,7,4,7,7,1,31,29,Gold medal
Chetan Balwe,India,7,7,2,5,7,3,31,29,Gold medal
N.Venkataramana Tejaswi,India,7,7,2,7,7,1,31,29,Gold medal
Marcin Stefaniak,Poland,7,7,2,7,7,1,31,29,Gold medal
Lin Han,Republic of Korea,7,1,2,7,7,7,31,29,Gold medal
Dimitar Jetchev,Bulgaria,5,2,2,7,7,7,30,38,Silver medal
Mihaela Enachescu,Canada,7,3,3,7,7,3,30,38,Silver medal
Rishi Raj,India,7,7,2,7,7,0,30,38,Silver medal
Cheng Jiann Huah,Singapore,7,7,2,7,7,0,30,38,Silver medal
František Kardoš,Slovakia,2,7,7,7,7,0,30,38,Silver medal
Bogdan Grechuk,Ukraine,7,7,2,7,7,0,30,38,Silver medal
Mohan Ganesalingam,United Kingdom,3,7,2,7,7,4,30,38,Silver medal
Melanie Wood,United States of America,7,7,2,7,0,7,30,38,Silver medal
Dušan Đukić,Yugoslavia,7,7,2,7,7,0,30,38,Silver medal
Nikola Petrović,Yugoslavia,7,7,2,7,7,0,30,38,Silver medal
Jelena Spasojević,Yugoslavia,5,7,2,7,7,2,30,38,Silver medal
Hiroshi Miyazaki,Australia,7,7,6,7,2,0,29,49,Silver medal
Filip de Smet,Belgium,7,7,1,7,7,0,29,49,Silver medal
Pavel Podbrdský,Czech Republic,7,7,7,7,0,1,29,49,Silver medal
Pok Man Cheung,Hong Kong,6,7,2,7,7,0,29,49,Silver medal
Farhad Farahani,Islamic Republic of Iran,7,7,2,7,6,0,29,49,Silver medal
Tomasz Czajka,Poland,7,7,1,7,7,0,29,49,Silver medal
Evgueni Tcherepanov,Russian Federation,2,7,2,7,4,7,29,49,Silver medal
Kevin Lacker,United States of America,7,0,5,7,3,7,29,49,Silver medal
Quang Yên Đỗ,Vietnam,7,0,7,7,7,1,29,49,Silver medal
Justin Ghan,Australia,4,7,3,3,7,4,28,58,Silver medal
Tarik Hadžić,Bosnia and Herzegovina,7,7,0,7,7,0,28,58,Silver medal
Kalin Rahnev,Bulgaria,7,6,2,6,3,4,28,58,Silver medal
Petros Bregiannis,Greece,4,7,3,7,7,0,28,58,Silver medal
Fokko van de Bult,Netherlands,3,7,4,7,7,0,28,58,Silver medal
Irina Anno,Russian Federation,6,7,3,5,7,0,28,58,Silver medal
Bruce Merry,South Africa,5,7,2,7,7,0,28,58,Silver medal
Shyh-Haur Wang,Taiwan,7,0,7,7,7,0,28,58,Silver medal
Sergiy Torba,Ukraine,4,7,7,7,0,3,28,58,Silver medal
Martin Langer,Germany,4,7,2,7,7,0,27,67,Silver medal
Péter Pál Zubcsek,Hungary,2,7,3,7,7,1,27,67,Silver medal
Sohei Tomizawa,Japan,7,7,7,6,0,0,27,67,Silver medal
Omar Antolín Camarena,Mexico,7,7,2,7,4,0,27,67,Silver medal
Igor Covganet,Republic of Moldova,3,7,2,6,2,7,27,67,Silver medal
Predrag Glišić,Yugoslavia,7,7,2,4,7,0,27,67,Silver medal
Ivan Lossev,Belarus,4,1,2,7,7,5,26,73,Silver medal
Libor Barto,Czech Republic,0,7,6,6,7,0,26,73,Silver medal
Lukáš Vokřínek,Czech Republic,4,7,1,7,7,0,26,73,Silver medal
Daniel Herden,Germany,3,7,2,7,7,0,26,73,Silver medal
Romanos - Diogenis Malikiosis,Greece,7,0,2,7,7,3,26,73,Silver medal
Soham Mazumdar,India,7,7,1,4,7,0,26,73,Silver medal
Ulziibat Battulga,Mongolia,2,7,2,7,7,1,26,73,Silver medal
