Contestant,Country,P1,P2,P3,P4,P5,P6,Total,Rank,Award
Abdelhamid Touimer,Algeria,,,,,,,2,158,
Wilson Castrellón,Colombia,,,,,,,2,158,
Ricardo Gomez,Cuba,,,,,,,2,158,
José Presa,Cuba,,,,,,,2,158,
Rodolfo Toledo,Cuba,,,,,,,2,158,
Ahmed Selmani,Morocco,,,,,,,2,158,
Chiraz Chaouch,Tunisia,,,,,,,2,158,
Assaad Rekik,Tunisia,,,,,,,2,158,
Ian Leary,United Kingdom,,,,,,,2,158,
Nadia Benblidia,Algeria,,,,,,,1,168,
Mourad Bourouis,Algeria,,,,,,,1,168,
Dirk Lamoen,Belgium,,,,,,,1,168,
Leda Braga,Brazil,,,,,,,1,168,
Wilmar Ariza,Colombia,,,,,,,1,168,
Pippino Nobile,Italy,,,,,,,1,168,
Alessandro Silvetti,Italy,,,,,,,1,168,
Hashim Abdulsamad,Kuwait,,,,,,,1,168,
Faraj Al-Dihani,Kuwait,,,,,,,1,168,
Bader Al-Harbi,Kuwait,,,,,,,1,168,
Ebrahim Ismail,Kuwait,,,,,,,1,168,
Rabah Souam,Algeria,,,,,,,0,179,
Abdelkader Yous,Algeria,,,,,,,0,179,
Fabio Michiorri,Italy,,,,,,,0,179,
Fiorillo-Christiana Russo,Italy,,,,,,,0,179,
Ettore Savoino,Italy,,,,,,,0,179,
Alessandro Zappala,Italy,,,,,,,0,179,
Nasser Al-Hajeri,Kuwait,,,,,,,0,179,
Jami Qaddoumi,Kuwait,,,,,,,0,179,
