Contestant,Country,P1,P2,P3,P4,P5,P6,Total,Rank,Award
Hartmut Maennel,Germany,,,,,,,21,64,
Rob Potting,Netherlands,5,3,1,5,6,1,21,64,
Jerzy Sawa,Poland,,,,,,,21,64,
Jarosław Wróblewski,Poland,,,,,,,21,64,
Alexandru Nica,Romania,,,,,,,21,64,
Clive Anthony Frostick,United Kingdom,,,,,,,21,64,
Daniel Bloch,United States of America,6,4,1,4,6,0,21,64,
Kostadin Trenčevski,Yugoslavia,,,,,,,21,64,
Mirko Navara,Czechoslovakia,2,5,1,5,6,1,20,78,
Frank Hoogeveen,Netherlands,0,4,5,5,6,0,20,78,
Martin Philip Gilchrist,United Kingdom,,,,,,,20,78,
Ilja Turek,Czechoslovakia,6,4,0,5,3,1,19,81,
Peter Wagemans,Netherlands,6,2,0,5,6,0,19,81,
Jerzy Wojciechowski,Poland,,,,,,,19,81,
Novica Blažić,Yugoslavia,,,,,,,19,81,
Stefan Stiochev,Bulgaria,,,,,,,18,85,
Hans-Werner Mikolaiski,Germany,,,,,,,18,85,
Erich Runge,Germany,,,,,,,18,85,
Krzysztof Błajek,Poland,,,,,,,18,85,
Ludomir Newelski,Poland,,,,,,,18,85,
Jan Söderkvist,Sweden,4,0,1,5,6,2,18,85,
Peter Picton Taylor,United Kingdom,,,,,,,18,85,
Moma Jovanović,Yugoslavia,,,,,,,18,85,
Frédéric Schmidt,France,,,,,,,17,93,
Marijn Franx,Netherlands,3,1,2,5,6,0,17,93,
Rikard Dahlman,Sweden,5,0,1,5,6,0,17,93,
Olga Timčenko,Yugoslavia,,,,,,,17,93,
Norbert Pfannerer,Austria,1,2,1,5,6,1,16,97,
Seppo Korpela,Finland,2,1,2,5,6,0,16,97,
S. Erdene,Mongolia,,,,,,,16,97,
Robert Jan Kooman,Netherlands,6,1,2,1,6,0,16,97,
Johan Råde,Sweden,6,3,1,0,6,0,16,97,
Martin Nilsson,Sweden,2,0,2,5,6,0,15,102,
Daniş Űnverdi,Turkey,,,,,,,15,102,
Danko Jocić,Yugoslavia,,,,,,,15,102,
Ari Karppinen,Finland,4,3,0,1,6,0,14,105,
Ilkka Vuorio,Finland,1,0,7,0,6,0,14,105,
S. Demberel,Mongolia,,,,,,,14,105,
Janusz Morajda,Poland,,,,,,,14,105,
Karl Forsberg,Sweden,0,0,3,5,6,0,14,105,
Mehmet Tekin Akpolat,Turkey,,,,,,,14,105,
Alberto Ochoa Rodriguez,Cuba,,,,,,,12,111,
Petri Toiviainen,Finland,6,4,0,2,0,0,12,111,
Tevfik Tezcaner,Turkey,,,,,,,12,111,
B. Sol,Mongolia,,,,,,,11,114,
Javier Avalons Llerena,Cuba,,,,,,,9,115,
Kurt Johansson,Sweden,2,0,0,2,5,0,9,115,
Mustafa Sırrı Akel,Turkey,,,,,,,9,115,
Ali Sabri Pinarer,Turkey,,,,,,,9,115,
Antti Laato,Finland,1,0,4,0,3,0,8,119,
Osmo Pekonen,Finland,6,0,0,2,0,0,8,119,
Bruno Heintz,France,,,,,,,8,119,
P. Monjanhan,Mongolia,,,,,,,6,122,
Magnus Karlsson,Sweden,1,0,0,5,0,0,6,122,
Jan Herman Veldkamp,Netherlands,1,0,3,0,1,0,5,124,
Günter Oedl,Austria,1,0,0,2,1,0,4,125,
B. Davaadorj,Mongolia,,,,,,,4,125,
G. Tolt,Mongolia,,,,,,,4,125,
Cenap Irfanoğlu,Turkey,,,,,,,4,125,
S. Ganbat,Mongolia,,,,,,,3,129,
T. Sughir,Mongolia,,,,,,,3,129,
Hasan Oğuz,Turkey,,,,,,,2,131,
Adnan Acan,Turkey,,,,,,,1,132,
